card_id,min_amount,min_amount_source,category_id,group_name,benefit_type,rate,fixed_amount,unit_basis,raw_text
1165,400000,CARD_LEVEL,1,쇼핑,UNCLASSIFIED,,,,"롯데백화점, 롯데면세점, 롯데ON 현장할인"
1169,0,CARD_LEVEL,1,쇼핑,UNCLASSIFIED,,,,"롯데백화점, 롯데ON, 롯데마트 할부 및 할인"
1169,0,CARD_LEVEL,29,여행/숙박,UNCLASSIFIED,,,,여행서비스
1172,300000,CARD_LEVEL,18,카페,UNCLASSIFIED,,,,"KEB 하나은행 결제계좌 이용고객 월 1회 커피 청구 할인
스타벅스, 커피빈 4천원 이상 결제 시 4천원 청구할인"
1174,0,CARD_LEVEL,26,해외,UNCLASSIFIED,,,,해외에서도 전월 실적 및 횟수 제한 없는 하나머니 적립 서비스
1180,500000,CARD_LEVEL,12,푸드,UNCLASSIFIED,,,,"풀무원샵, 풀무원녹즙, 풀무원 로하스, 올가, 베이비밀, 자담터, 아미오, 잇슬림 청구할인"
1186,200000,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,플레이트 디자인 선택 가능
1198,500000,CARD_LEVEL,14,생활,UNCLASSIFIED,,,,IKEA 점외 가맹점 통합 할인
1225,500000,CARD_LEVEL,28,프리미엄 서비스,UNCLASSIFIED,,,,Master 티타늄 서비스
1229,300000,CARD_LEVEL,5,통신,UNCLASSIFIED,,,,kt M mobile 통신료 청구할인
1233,300000,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,라이트할부 할인서비스 최대 1만 5천원
1253,300000,CARD_LEVEL,10,영화,UNCLASSIFIED,,,,"지난달 이용실적 30만원 이상 시 청구할인 제공
CGV, 메가박스, 롯데시네마 3천원 할인"
1253,300000,CARD_LEVEL,18,카페,UNCLASSIFIED,,,,"지난달 이용실적 30만원 이상 시 청구할인 제공
스타벅스, 커피빈 4천원 할인 (월 4천원 한도, 월 1회)"
1256,300000,CARD_LEVEL,5,통신,UNCLASSIFIED,,,,U+알뜰모바일 이동통신료 자동이체 캐시백
1258,250000,CARD_LEVEL,17,대중교통,UNCLASSIFIED,,,,"전국 시내버스, 지하철 2천원 할인"
1258,250000,CARD_LEVEL,5,통신,UNCLASSIFIED,,,,휴대전화 요금 3천원 할인
1259,300000,CARD_LEVEL,10,영화,UNCLASSIFIED,,,,전국 영화관 2천원 캐시백 할인
1260,300000,CARD_LEVEL,10,영화,UNCLASSIFIED,,,,모든 영화관 3천원 할인
1278,0,CARD_LEVEL,5,통신,UNCLASSIFIED,,,,이동통신요금 1천원 할인
1286,0,CARD_LEVEL,10,영화,UNCLASSIFIED,,,,CGV 2~6천원 청구할인
1294,500000,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,"사업지원 서비스(전자세금계산서 발행, 세금신고 지원) 제공"
1298,200000,CARD_LEVEL,1,쇼핑,UNCLASSIFIED,,,,온/오프라인 쇼핑 할인
1298,200000,CARD_LEVEL,27,교통,UNCLASSIFIED,,,,후불교통기능
1299,500000,CARD_LEVEL,23,바우처,UNCLASSIFIED,,,,플래티늄 바우처_쿠폰 서비스
1302,300000,CARD_LEVEL,3,주유,UNCLASSIFIED,,,,S-OIL 리터당 40 보너스포인트 적립
1309,200000,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,해외 배송대행 업체 배송료 할인
1315,300000,CARD_LEVEL,13,선택형,UNCLASSIFIED,,,,"병원,약국 / 주유 / 대형마트 中 택1"
1315,300000,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,연간 리워드 1만점 적립
1315,300000,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,스마트 기능
1323,100000,CARD_LEVEL,1,쇼핑,UNCLASSIFIED,,,,온/오프라인 쇼핑 할인
1339,300000,CARD_LEVEL,5,통신,UNCLASSIFIED,,,,SKT/KT/LGU+ 이동통신요금 자동이체 시 3천원 청구할인
1339,300000,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,"카드를 골프존 시뮬레이터에 접촉 시 자동로그인 가능
카드를 스마트폰에 터치 시 NFC를 통해 맞춤정보 확인가능"
1360,300000,CARD_LEVEL,3,주유,UNCLASSIFIED,,,,S-OIL 리터당 40 보너스포인트 적립
1379,300000,CARD_LEVEL,23,바우처,UNCLASSIFIED,,,,"쿠폰서비스 [연1회, 12가지 쿠폰서비스 중 택1]
최대 11만원 상당 제공"
1390,400000,CARD_LEVEL,5,통신,UNCLASSIFIED,,,,LG U+ 요금 통합 최대 1만 5천원 결제일 할인
1390,400000,CARD_LEVEL,3,주유,UNCLASSIFIED,,,,현대오일뱅크 주유 시 40P/L 적립
1390,400000,CARD_LEVEL,10,영화,UNCLASSIFIED,,,,"인터파크, YES24 영화 예매 할인"
1390,400000,CARD_LEVEL,11,테마파크,UNCLASSIFIED,,,,"롯데월드, 서울랜드 자유이용권 할인"
1451,0,CARD_LEVEL,10,영화,UNCLASSIFIED,,,,CGV 최대 4천원 청구할인
1529,300000,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,올레콘텐츠박스 이용쿠폰 제공
1555,300000,CARD_LEVEL,10,영화,UNCLASSIFIED,,,,전국 영화관 3천원 청구할인
1573,200000,CARD_LEVEL,27,교통,UNCLASSIFIED,,,,티머니 서비스
