card_id,raw_issuer,card_name,source_url
527,올바른LIFE카드,NH농협 올바른LIFE카드(적립형),https://www.card-gorilla.com/card/detail/527
528,체크카드,라이언 치즈 체크카드,https://www.card-gorilla.com/card/detail/528
530,UniMile카드,LCC UniMile카드,https://www.card-gorilla.com/card/detail/530
531,NH농협카드,NH농협 올바른 하나로(Hanaro) 카드,https://www.card-gorilla.com/card/detail/531
532,체크카드,NH농협 올바른 하나로(Hanaro) 체크카드,https://www.card-gorilla.com/card/detail/532
550,에이스플러스체크카드,에이스플러스체크카드 (벨리미키),https://www.card-gorilla.com/card/detail/550
560,레아카드,위 레아카드(아시아나클럽),https://www.card-gorilla.com/card/detail/560
562,NH농협카드,올바른 GIVE 카드,https://www.card-gorilla.com/card/detail/562
563,레아카드,위 레아카드(스카이패스),https://www.card-gorilla.com/card/detail/563
564,레아카드,위 레아카드(포인트),https://www.card-gorilla.com/card/detail/564
565,테라카드,위 테라카드(스카이패스),https://www.card-gorilla.com/card/detail/565
566,테라카드,위 테라카드(아시아나클럽),https://www.card-gorilla.com/card/detail/566
567,테라카드,위 테라카드(포인트),https://www.card-gorilla.com/card/detail/567
571,체크카드,어디서나 체크카드,https://www.card-gorilla.com/card/detail/571
572,체크카드,포미 하이브리드 체크카드,https://www.card-gorilla.com/card/detail/572
573,체크카드,다드림 체크카드,https://www.card-gorilla.com/card/detail/573
574,체크카드,드림플러스 아시아나 체크카드,https://www.card-gorilla.com/card/detail/574
575,체크카드,라이프+플러스 체크카드,https://www.card-gorilla.com/card/detail/575
576,체크카드,young利한(영리한) 체크카드,https://www.card-gorilla.com/card/detail/576
585,체크카드,행복한 체크카드,https://www.card-gorilla.com/card/detail/585
586,체크카드,어피치 스윗 체크카드,https://www.card-gorilla.com/card/detail/586
593,씨티카드,카카오뱅크 씨티카드,https://www.card-gorilla.com/card/detail/593
604,씨티카드,씨티 프리미어마일 대한항공,https://www.card-gorilla.com/card/detail/604
605,씨티카드,씨티 프리미어마일 아시아나,https://www.card-gorilla.com/card/detail/605
612,NH농협카드,펫블리(PETvely) 카드,https://www.card-gorilla.com/card/detail/612
629,그린카드,[IBK] 그린카드v2,https://www.card-gorilla.com/card/detail/629
631,그린카드,[NH농협] 그린카드v2,https://www.card-gorilla.com/card/detail/631
632,그린카드,[DGB대구] 그린카드v2,https://www.card-gorilla.com/card/detail/632
633,그린카드,[BNK부산] 그린카드v2,https://www.card-gorilla.com/card/detail/633
635,HAVE카드,올바른 NEW HAVE카드,https://www.card-gorilla.com/card/detail/635
636,NH농협카드,올바른 NEW HAVE+카드,https://www.card-gorilla.com/card/detail/636
654,NH농협카드,올바른 MYPICK 카드,https://www.card-gorilla.com/card/detail/654
655,UNKNOWN,Daily With(데일리위드)카드,https://www.card-gorilla.com/card/detail/655
666,NH농협카드,올바른 FLEX 카드,https://www.card-gorilla.com/card/detail/666
668,체크카드,go 캐시백 글로벌 체크카드,https://www.card-gorilla.com/card/detail/668
669,체크카드,케이뱅크 플러스 체크카드,https://www.card-gorilla.com/card/detail/669
671,PP카드,BLISS.7 카드(마일리지),https://www.card-gorilla.com/card/detail/671
672,PP카드,BLISS.7 카드(포인트),https://www.card-gorilla.com/card/detail/672
674,IBK무민카드,IBK무민카드(체크),https://www.card-gorilla.com/card/detail/674
675,NH농협카드,Air Money(에어머니)체크,https://www.card-gorilla.com/card/detail/675
676,NH농협카드,올리 POINT 체크,https://www.card-gorilla.com/card/detail/676
686,mini카드,카카오뱅크 mini카드,https://www.card-gorilla.com/card/detail/686
723,IBK무민카드,IBK무민카드(신용),https://www.card-gorilla.com/card/detail/723
748,체크카드,이지캐시백,https://www.card-gorilla.com/card/detail/748
767,UNKNOWN,go 캐시백 글로벌 하이브리드,https://www.card-gorilla.com/card/detail/767
772,UNKNOWN,BLISS.5 카드(마일리지),https://www.card-gorilla.com/card/detail/772
773,UNKNOWN,BLISS.5 카드(포인트),https://www.card-gorilla.com/card/detail/773
781,UNKNOWN,IBK hi 카드,https://www.card-gorilla.com/card/detail/781
794,UNKNOWN,참! 좋은 kt wiz 카드[체크],https://www.card-gorilla.com/card/detail/794
807,체크카드,일상의 기쁨 Dream 체크카드,https://www.card-gorilla.com/card/detail/807
810,체크카드,현대백화점 체크카드,https://www.card-gorilla.com/card/detail/810
812,국민행복카드,국민행복카드 체크카드,https://www.card-gorilla.com/card/detail/812
814,DGB체크카드,해피포인트 DGB체크카드,https://www.card-gorilla.com/card/detail/814
819,체크카드,카카오페이 체크카드,https://www.card-gorilla.com/card/detail/819
823,NEW현대백화점체크카드,NEW현대백화점체크카드,https://www.card-gorilla.com/card/detail/823
834,국민행복카드,국민행복카드 신용카드,https://www.card-gorilla.com/card/detail/834
838,대구은행카드,올레 Super DC 대구은행카드,https://www.card-gorilla.com/card/detail/838
864,설렘카드,일년의 설렘카드(모바일전용),https://www.card-gorilla.com/card/detail/864
879,IBK카드,자연드림 IBK카드,https://www.card-gorilla.com/card/detail/879
920,IBK카드,skylife Ultra IBK카드,https://www.card-gorilla.com/card/detail/920
931,용인시민카드,용인시민카드(신용),https://www.card-gorilla.com/card/detail/931
948,플래티늄카드,여행스케치 아시아나클럽 플래티늄카드,https://www.card-gorilla.com/card/detail/948
950,st카드,1st카드 (포인트 적립형),https://www.card-gorilla.com/card/detail/950
984,Oil카드,부자되세요 The Oil카드,https://www.card-gorilla.com/card/detail/984
1039,체크카드,카카오페이 체크카드,https://www.card-gorilla.com/card/detail/1039
1061,UNKNOWN,Real? Real! 2 카드,https://www.card-gorilla.com/card/detail/1061
1170,기쁨카드,이사배 카드,https://www.card-gorilla.com/card/detail/1170
1209,신용카드,BNK 프렌즈 신용카드,https://www.card-gorilla.com/card/detail/1209
1236,BNK카드,BNK카드,https://www.card-gorilla.com/card/detail/1236
1324,국민행복체크카드,국민행복체크카드,https://www.card-gorilla.com/card/detail/1324
1392,메가쇼핑체크카드,메가쇼핑체크카드,https://www.card-gorilla.com/card/detail/1392
1463,체크카드,신협 어부바 체크카드,https://www.card-gorilla.com/card/detail/1463
1487,UNKNOWN,IBK 무직타이거 카드(신용),https://www.card-gorilla.com/card/detail/1487
1490,UNKNOWN,IBK 무직타이거 카드(체크),https://www.card-gorilla.com/card/detail/1490
1765,HAVE체크카드,올바른 NEW HAVE체크카드,https://www.card-gorilla.com/card/detail/1765
1900,체크카드,Win.K 체크카드,https://www.card-gorilla.com/card/detail/1900
1903,체크카드,부자되세요 더마일리지 체크카드,https://www.card-gorilla.com/card/detail/1903
1907,체크카드,우체국 우리동네plus 체크카드,https://www.card-gorilla.com/card/detail/1907
1912,체크카드,유안타 Stock+ 체크카드,https://www.card-gorilla.com/card/detail/1912
1960,체크카드,모두모아 체크카드,https://www.card-gorilla.com/card/detail/1960
1961,UNKNOWN,S1카드,https://www.card-gorilla.com/card/detail/1961
1963,체크카드,Real Zero 체크카드,https://www.card-gorilla.com/card/detail/1963
1964,UNKNOWN,KDB Choice 하이브리드 카드,https://www.card-gorilla.com/card/detail/1964
1979,체크카드,SB 팝 플러스 체크카드,https://www.card-gorilla.com/card/detail/1979
1985,내가그린카드,내가그린카드,https://www.card-gorilla.com/card/detail/1985
1988,함께그린카드,함께그린카드,https://www.card-gorilla.com/card/detail/1988
2001,꿀카드,꿀카드,https://www.card-gorilla.com/card/detail/2001
2012,NH투자증권체크카드,NH올원 NH투자증권체크카드,https://www.card-gorilla.com/card/detail/2012
2014,NH투자증권카드,NH올원 NH투자증권카드,https://www.card-gorilla.com/card/detail/2014
2027,Syrup카드,IBK-Syrup카드[체크],https://www.card-gorilla.com/card/detail/2027
2036,AMOREPACIFIC카드,NH올원 Shopping&AMOREPACIFIC카드,https://www.card-gorilla.com/card/detail/2036
2058,다이소카드,참! 좋은 다이소카드(체크),https://www.card-gorilla.com/card/detail/2058
2073,체크카드,청춘날다 체크카드,https://www.card-gorilla.com/card/detail/2073
2074,체크카드,ON˟WE BARE BEARS 체크카드,https://www.card-gorilla.com/card/detail/2074
2075,체크카드,WITH 체크카드,https://www.card-gorilla.com/card/detail/2075
2077,체크카드,ON 체크카드,https://www.card-gorilla.com/card/detail/2077
2081,체크카드,MINT 체크카드,https://www.card-gorilla.com/card/detail/2081
2085,체크카드,MG Point 체크카드,https://www.card-gorilla.com/card/detail/2085
2086,체크카드,MG Point2 체크카드,https://www.card-gorilla.com/card/detail/2086
2092,체크카드,다원 체크카드,https://www.card-gorilla.com/card/detail/2092
2095,체크카드,CREAM 체크카드,https://www.card-gorilla.com/card/detail/2095
2096,체크카드,CREAM Hybrid 체크카드,https://www.card-gorilla.com/card/detail/2096
2099,에코마일리지카드,에코마일리지카드(비씨),https://www.card-gorilla.com/card/detail/2099
2118,마일리지카드,아시아나 마일리지카드,https://www.card-gorilla.com/card/detail/2118
2127,Money카드,JEJUJINI Air Money카드,https://www.card-gorilla.com/card/detail/2127
2128,PLATINUM카드,ON PLATINUM카드(스카이패스),https://www.card-gorilla.com/card/detail/2128
2130,PLATINUM카드,ON PLATINUM카드(아시아나클럽),https://www.card-gorilla.com/card/detail/2130
2131,PLATINUM카드,ON PLATINUM카드(포인트),https://www.card-gorilla.com/card/detail/2131
2148,KCTV알뜰카드,KCTV알뜰카드,https://www.card-gorilla.com/card/detail/2148
2165,체크카드,제주삼다수 체크카드,https://www.card-gorilla.com/card/detail/2165
2170,더마일리지카드,부자되세요 더마일리지카드,https://www.card-gorilla.com/card/detail/2170
2173,국민행복체크카드,국민행복체크카드,https://www.card-gorilla.com/card/detail/2173
2174,제주그린체크카드,제주그린체크카드,https://www.card-gorilla.com/card/detail/2174
2177,UNKNOWN,1st Link On 카드,https://www.card-gorilla.com/card/detail/2177
2180,UNKNOWN,1st TRIPLE Platinum 카드,https://www.card-gorilla.com/card/detail/2180
2181,UNKNOWN,1st 플래티늄 카드,https://www.card-gorilla.com/card/detail/2181
2183,UNKNOWN,1st 플래티늄+ 카드,https://www.card-gorilla.com/card/detail/2183
2184,UNKNOWN,둘과넷 카드,https://www.card-gorilla.com/card/detail/2184
2185,UNKNOWN,NEW AUTO+,https://www.card-gorilla.com/card/detail/2185
2193,체크카드,유안타 CMA+ 체크카드,https://www.card-gorilla.com/card/detail/2193
2211,UNKNOWN,케이뱅크 SIMPLE 카드,https://www.card-gorilla.com/card/detail/2211
2212,체크카드,챔피언 체크카드,https://www.card-gorilla.com/card/detail/2212
2213,체크카드,쏙쏙 체크카드,https://www.card-gorilla.com/card/detail/2213
2216,체크카드,미래에셋증권 체크카드(할인 2),https://www.card-gorilla.com/card/detail/2216
2217,체크카드,미래에셋증권 체크카드 (캐시백 2),https://www.card-gorilla.com/card/detail/2217
2222,체크카드,한국투자 the More 체크카드,https://www.card-gorilla.com/card/detail/2222
2223,아이맥스카드,able 아이맥스카드,https://www.card-gorilla.com/card/detail/2223
2227,체크카드,영리한 PLUS 체크카드,https://www.card-gorilla.com/card/detail/2227
2252,NH농협카드,NH1961카드,https://www.card-gorilla.com/card/detail/2252
2253,다사로이카드,SOHO 다사로이카드,https://www.card-gorilla.com/card/detail/2253
2254,NH농협카드,SOHO 다사로이+카드,https://www.card-gorilla.com/card/detail/2254
2269,체크카드,토스뱅크 체크카드,https://www.card-gorilla.com/card/detail/2269
2284,EV카드,EV카드,https://www.card-gorilla.com/card/detail/2284
2303,카카오페이카드,카카오페이카드3,https://www.card-gorilla.com/card/detail/2303
2305,별다줄카드,별다줄카드,https://www.card-gorilla.com/card/detail/2305
2310,교통카드,PAYCO 포인트 카드,https://www.card-gorilla.com/card/detail/2310
2313,나마네카드,나마네카드,https://www.card-gorilla.com/card/detail/2313
2314,토스유스카드,토스유스카드(USS),https://www.card-gorilla.com/card/detail/2314
2319,모바일카드,다날-유니온페이 모바일카드,https://www.card-gorilla.com/card/detail/2319
2320,충전카드,트래블페이 충전카드,https://www.card-gorilla.com/card/detail/2320
2321,모빌카드,모빌카드,https://www.card-gorilla.com/card/detail/2321
2336,NH농협카드,올바른지구 카드,https://www.card-gorilla.com/card/detail/2336
2339,CEO카드,CEO카드,https://www.card-gorilla.com/card/detail/2339
2344,현대백화점카드,현대백화점카드,https://www.card-gorilla.com/card/detail/2344
2345,Fit카드,현대백화점 Fit카드,https://www.card-gorilla.com/card/detail/2345
2366,다사로이OIL카드,SOHO 다사로이OIL카드,https://www.card-gorilla.com/card/detail/2366
2367,해피포인트카드,현대백화점 해피포인트카드,https://www.card-gorilla.com/card/detail/2367
2368,현대오일뱅크카드,현대백화점 현대오일뱅크카드,https://www.card-gorilla.com/card/detail/2368
2408,올바른HOMETOWN카드,올바른HOMETOWN카드,https://www.card-gorilla.com/card/detail/2408
2425,체크카드,MY 체크카드,https://www.card-gorilla.com/card/detail/2425
2427,pay카드,zgm.the pay카드,https://www.card-gorilla.com/card/detail/2427
2428,streaming카드,zgm.streaming카드,https://www.card-gorilla.com/card/detail/2428
2438,나라사랑체크카드,IBK DC히어로즈 카드(체크),https://www.card-gorilla.com/card/detail/2438
2439,체크카드,케이뱅크 Hi teen 카드,https://www.card-gorilla.com/card/detail/2439
2454,트리플카드,트리플카드,https://www.card-gorilla.com/card/detail/2454
2456,모임카드,토스뱅크 모임카드,https://www.card-gorilla.com/card/detail/2456
2464,휴가중카드,zgm.휴가중카드,https://www.card-gorilla.com/card/detail/2464
2480,UNKNOWN,,https://www.card-gorilla.com/card/detail/2480
2482,UNKNOWN,I-ALL,https://www.card-gorilla.com/card/detail/2482
2490,NH농협카드,나무 NH농협카드,https://www.card-gorilla.com/card/detail/2490
2493,rounding카드,zgm.rounding카드,https://www.card-gorilla.com/card/detail/2493
2504,UNKNOWN,팟(pod) 카드,https://www.card-gorilla.com/card/detail/2504
2505,신용카드,오늘은e 신용카드,https://www.card-gorilla.com/card/detail/2505
2506,체크카드,오늘은e 체크카드,https://www.card-gorilla.com/card/detail/2506
2507,체크카드,2030 언택트 체크카드,https://www.card-gorilla.com/card/detail/2507
2508,체크카드,올유닛 체크카드,https://www.card-gorilla.com/card/detail/2508
2509,체크카드,에어머니 체크카드,https://www.card-gorilla.com/card/detail/2509
2510,체크카드,미타임 체크카드,https://www.card-gorilla.com/card/detail/2510
2513,고향으로카드,zgm.고향으로카드,https://www.card-gorilla.com/card/detail/2513
2535,PP카드,K-22(Point),https://www.card-gorilla.com/card/detail/2535
2536,PP카드,K-22(Mileage),https://www.card-gorilla.com/card/detail/2536
2544,play카드,zgm.play카드,https://www.card-gorilla.com/card/detail/2544
2545,NH농협카드,zgm.play++카드,https://www.card-gorilla.com/card/detail/2545
2559,UNKNOWN,K-패스 (신용),https://www.card-gorilla.com/card/detail/2559
2560,패스카드,K-패스카드(신용),https://www.card-gorilla.com/card/detail/2560
2561,패스카드,K-패스카드(체크),https://www.card-gorilla.com/card/detail/2561
2562,신용카드,K-패스(체크),https://www.card-gorilla.com/card/detail/2562
2564,그린카드,[광주] K-그린카드v2,https://www.card-gorilla.com/card/detail/2564
2582,트래블제로카드,트래블제로카드,https://www.card-gorilla.com/card/detail/2582
2593,NH농협카드,zgm.일본여행중 카드,https://www.card-gorilla.com/card/detail/2593
2601,체크카드,더나은 체크카드,https://www.card-gorilla.com/card/detail/2601
2610,그린카드,I-어디로든 그린카드,https://www.card-gorilla.com/card/detail/2610
2615,UNKNOWN,IBK KaPick,https://www.card-gorilla.com/card/detail/2615
2617,그린카드,어디로든 그린카드,https://www.card-gorilla.com/card/detail/2617
2620,체크카드,NH 무럭이 체크카드,https://www.card-gorilla.com/card/detail/2620
2621,그린체크카드,어디로든 그린체크카드,https://www.card-gorilla.com/card/detail/2621
2622,그린카드,어디로든 그린카드,https://www.card-gorilla.com/card/detail/2622
2626,머니카드,네이버페이 머니카드,https://www.card-gorilla.com/card/detail/2626
2628,체크카드,브라보(Bravo) 체크카드,https://www.card-gorilla.com/card/detail/2628
2648,shopping카드,zgm shopping카드,https://www.card-gorilla.com/card/detail/2648
2649,living카드,zgm living카드,https://www.card-gorilla.com/card/detail/2649
2650,머니트리카드,머니트리카드,https://www.card-gorilla.com/card/detail/2650
2672,UNKNOWN,樂SEA(락시),https://www.card-gorilla.com/card/detail/2672
2674,UNKNOWN,I-Mileage (대한항공),https://www.card-gorilla.com/card/detail/2674
2675,UNKNOWN,I-Mileage (아시아나),https://www.card-gorilla.com/card/detail/2675
2698,point카드,zgm point카드,https://www.card-gorilla.com/card/detail/2698
2706,할인카드,zgm 할인카드,https://www.card-gorilla.com/card/detail/2706
2727,NH트래블리체크카드,NH트래블리체크카드,https://www.card-gorilla.com/card/detail/2727
2728,바로카드,BC 바로 MACAO 카드,https://www.card-gorilla.com/card/detail/2728
2745,체크카드,더담은 체크카드,https://www.card-gorilla.com/card/detail/2745
2749,체크카드,ONE 체크카드,https://www.card-gorilla.com/card/detail/2749
2758,춘식이달달체크카드,춘식이달달체크카드,https://www.card-gorilla.com/card/detail/2758
2772,기후동행카드,기후동행카드(신용),https://www.card-gorilla.com/card/detail/2772
2773,기후동행카드,기후동행카드(체크),https://www.card-gorilla.com/card/detail/2773
2778,UNKNOWN,IBK포인트3.8(신용),https://www.card-gorilla.com/card/detail/2778
2783,체크카드,IBK포인트(체크),https://www.card-gorilla.com/card/detail/2783
2808,체크카드,딩딩 체크카드,https://www.card-gorilla.com/card/detail/2808
2812,NH농협카드,zgm.고향으로 체크,https://www.card-gorilla.com/card/detail/2812
2813,체크카드,NH1961체크카드,https://www.card-gorilla.com/card/detail/2813
2816,CHECK카드,1ST A-CHECK카드,https://www.card-gorilla.com/card/detail/2816
2818,체크카드,iM K-패스 카드,https://www.card-gorilla.com/card/detail/2818
2838,챔피언스카드,기아 챔피언스카드,https://www.card-gorilla.com/card/detail/2838
2839,체크카드,Together 체크카드,https://www.card-gorilla.com/card/detail/2839
2846,트래블카드,클래시 트래블카드,https://www.card-gorilla.com/card/detail/2846
2849,ALPHA카드,케이뱅크 ALPHA카드,https://www.card-gorilla.com/card/detail/2849
2850,기후동행카드,I-기후동행카드(신용),https://www.card-gorilla.com/card/detail/2850
2854,NH농협카드,미미(美米)카드,https://www.card-gorilla.com/card/detail/2854
2860,체크카드,라이프핏 체크카드,https://www.card-gorilla.com/card/detail/2860
2866,UNKNOWN,I-Travel(체크),https://www.card-gorilla.com/card/detail/2866
2871,체크카드,우체국 LUCK-KEY 체크카드,https://www.card-gorilla.com/card/detail/2871
2874,쿵야싱싱체크카드,쿵야싱싱체크카드,https://www.card-gorilla.com/card/detail/2874
2895,UNKNOWN,iM 트래블 카드,https://www.card-gorilla.com/card/detail/2895
2900,오키카드,오키카드 H,https://www.card-gorilla.com/card/detail/2900
2901,오키카드,오키카드 S,https://www.card-gorilla.com/card/detail/2901
2911,IBK카드,해피메이트 IBK카드(신용),https://www.card-gorilla.com/card/detail/2911
2917,기쁨카드,IBK BUDDY CHECK,https://www.card-gorilla.com/card/detail/2917
2920,체크카드,커넥트 하나로 체크카드,https://www.card-gorilla.com/card/detail/2920
2925,UNKNOWN,수협 ALL드림,https://www.card-gorilla.com/card/detail/2925
2926,바로카드,BC 바로 Air Master 카드,https://www.card-gorilla.com/card/detail/2926
2927,바로카드,BC 바로 Air Max 카드,https://www.card-gorilla.com/card/detail/2927
2928,바로카드,BC 바로 ZONE 카드,https://www.card-gorilla.com/card/detail/2928
2932,더아우름카드,The Aureum(더 아우름)카드,https://www.card-gorilla.com/card/detail/2932
2941,IBK나라사랑카드,IBK나라사랑카드,https://www.card-gorilla.com/card/detail/2941
2958,UNKNOWN,BLISS Mileage,https://www.card-gorilla.com/card/detail/2958
2959,UNKNOWN,BLISS Point,https://www.card-gorilla.com/card/detail/2959
2976,체크카드,우체국 MY-TYPE 체크카드,https://www.card-gorilla.com/card/detail/2976
