benefit_id,card_id,min_amount,min_amount_source,category_id,group_name,benefit_type,rate,fixed_amount,unit_basis,unit_type,raw_text,classification_status
1,1,0,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,5.0,,,,백화점/할인점/홈쇼핑·온라인몰 1.0~5.0% 적립,CONFIRMED
2,1,0,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,2.0,,,,"전국 가맹점 0.2~2.0% 적립
해외 가맹점 1~5% 적립",CONFIRMED
3,1,0,CARD_LEVEL,3,주유,FIXED_AMOUNT,,60,,,"S-OIL, 에이치디현대오일뱅크 주유 시 리터 당 60원 적립",CONFIRMED
4,1,0,CARD_LEVEL,4,금융,RATE_DISCOUNT,0.2,,,,"신한투자증권 CMA 결제계좌 0.2% 추가 적립
마이신한포인트 가맹점 추가 적립",CONFIRMED
5,1,0,CARD_LEVEL,5,통신,RATE_DISCOUNT,5.0,,,,SK텔레콤/KT/LG U+ 이동통신요금 1.0~5.0% 적립,CONFIRMED
6,2,200000,CARD_LEVEL,7,백화점,RATE_DISCOUNT,5.0,,,,"국내 유명 백화점, 할인점, 온라인 쇼핑몰 최대 5% 할인",CONFIRMED
7,2,200000,CARD_LEVEL,8,패밀리레스토랑,RATE_DISCOUNT,30.0,,,,"국내 유명 패밀리레스토랑, 커피 20~30% 할인",CONFIRMED
8,2,200000,CARD_LEVEL,9,주유소,FIXED_AMOUNT,,60,,,GS칼텍스 리터당 60원 할인,CONFIRMED
9,2,200000,CARD_LEVEL,10,영화,FIXED_AMOUNT,,7000,,,"CGV, YES24 영화 예매시 최대 7,000원 할인",CONFIRMED
10,2,200000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,주요 놀이공원 30~50% 할인 및 스포츠 할인 서비스,CONFIRMED
11,3,300000,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,5.0,,,,"3대 백화점(롯데,신세계,현대) 및 롯데마트 5% 결제일 할인",CONFIRMED
12,3,300000,CARD_LEVEL,12,푸드,RATE_DISCOUNT,20.0,,,,국내 유명 패밀리 레스토랑 및 커피 최대 20% 할인,CONFIRMED
13,3,300000,CARD_LEVEL,10,영화,FIXED_AMOUNT,,1500,,,"맥스무비, 인터파크 YES24 예매시 1,500원 할인",CONFIRMED
14,3,300000,CARD_LEVEL,9,주유소,FIXED_AMOUNT,,60,,,S-OIL 주유 시 리터 당 60원 적립,CONFIRMED
15,3,300000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,주요 놀이공원 최대 50% 할인,CONFIRMED
16,3,300000,CARD_LEVEL,5,통신,RATE_DISCOUNT,2.0,,,,"이동통신요금 자동이체 시 2% 결제일 할인(SKT, KT, LGT)",CONFIRMED
17,8,0,CARD_LEVEL,9,주유소,FIXED_AMOUNT,,60,,,GS칼텍스 주유 시 리터당 60원 결제일 할인,CONFIRMED
18,8,0,CARD_LEVEL,14,생활,RATE_DISCOUNT,5.0,,,,커피/제과/택시/화장품/영화 5% 할인,CONFIRMED
19,8,0,CARD_LEVEL,15,면세점,RATE_DISCOUNT,8.0,,,,제주 JDC 면세점 이용 시 8% 할인,CONFIRMED
20,10,300000,CARD_LEVEL,17,대중교통,FIXED_AMOUNT,,200,,,"버스, 지하철 후불 교통 이용 금액 일 200원 ~ 일 600원 할인",CONFIRMED
21,10,300000,CARD_LEVEL,7,백화점,RATE_DISCOUNT,5.0,,,,4대 백화점 5% 할인,CONFIRMED
22,10,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,10.0,,,,커피전문점 10% 할인,CONFIRMED
23,10,300000,CARD_LEVEL,19,편의점,RATE_DISCOUNT,5.0,,,,편의점 5% 할인,CONFIRMED
24,10,300000,CARD_LEVEL,5,통신,RATE_DISCOUNT,5.0,,,,이동통신요금 5% 할인,CONFIRMED
25,11,0,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,0.7,,,,"전가맹점 0.7% 캐시백, 이동통신요금 자동이체 건 추가 0.7% 캐시백",CONFIRMED
26,13,300000,INLINE,19,편의점,RATE_DISCOUNT,10.0,,,,편의점 10% 할인 (전월실적 30만원 이상),CONFIRMED
27,13,300000,INLINE,14,생활,RATE_DISCOUNT,10.0,,,,세탁소 업종 10% 할인 (전월실적 30만원 이상),CONFIRMED
28,13,300000,INLINE,21,온라인쇼핑,RATE_DISCOUNT,10.0,,,,온라인 쇼핑 10% 할인 (전월실적 30만원 이상),CONFIRMED
29,13,300000,INLINE,12,푸드,RATE_DISCOUNT,10.0,,,,식음료 10% 할인 (전월실적 30만원 이상),CONFIRMED
30,13,300000,INLINE,22,대형마트,RATE_DISCOUNT,10.0,,,,3대 마트 10% 할인 (전월실적 30만원 이상),CONFIRMED
31,13,300000,INLINE,9,주유소,FIXED_AMOUNT,,60,,,4대 정유사 리터당 60원 할인 (전월실적 30만원 이상),CONFIRMED
32,13,300000,INLINE,21,온라인쇼핑,RATE_DISCOUNT,20.0,,,,인테이크몰 20% 할인 (전월실적 30만원 이상),CONFIRMED
33,15,300000,CARD_LEVEL,15,면세점,RATE_DISCOUNT,8.0,,,,제주 JDC 면세점 8% 결제일 할인,CONFIRMED
34,15,300000,CARD_LEVEL,9,주유소,FIXED_AMOUNT,,40,,,GS칼텍스 주유 시 리터당 40원 결제일 할인,CONFIRMED
35,15,300000,CARD_LEVEL,18,카페,FIXED_AMOUNT,,3000,,,"스타벅스 3,000원 할인",CONFIRMED
36,16,500000,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,5.0,,,,1~5% 특별적립,CONFIRMED
37,16,500000,CARD_LEVEL,24,마트/편의점,RATE_DISCOUNT,5.0,,,,1~5% 특별적립,CONFIRMED
38,16,500000,CARD_LEVEL,25,정비,RATE_DISCOUNT,5.0,,,,1~5% 특별적립,CONFIRMED
39,18,500000,INLINE,1,쇼핑,RATE_DISCOUNT,10.0,,,,"[쇼핑 할인] 오프라인 쇼핑(백화점, 프리미엄 아울렛, 마트, 창고형 할인매장) 10% 할인
· 온라인 쇼핑(홈쇼핑, 소셜커머스) 10% 할인 (전월실적 50만원 이상)",CONFIRMED
40,18,500000,INLINE,14,생활,RATE_DISCOUNT,10.0,,,,"[생활 할인] 커피전문점·잡화·온라인서점 10% 할인
· 주유 60원/L 할인 (전월실적 50만원 이상)",CONFIRMED
41,18,500000,CARD_LEVEL,26,해외,RATE_DISCOUNT,5.0,,,,[해외이용 캐시백] 해외이용금액 5% 캐시백 (연간실적 1천만원 이상),CONFIRMED
42,18,300000,INLINE,12,푸드,RATE_DISCOUNT,10.0,,,,"[제휴 할인] 마켓컬리, 프레딧, 집반찬연구소 10% 할인서비스 (전월실적 30만원 이상)",CONFIRMED
43,21,300000,INLINE,11,테마파크,RATE_DISCOUNT,50.0,,,,서울랜드 50% 할인 (전월실적 30만원 이상),CONFIRMED
44,26,500000,INLINE,14,생활,RATE_DISCOUNT,1.0,,,,주요 생활업종 이용시 1% 캐시백 (전월실적 50만원 이상),CONFIRMED
45,28,500000,CARD_LEVEL,7,백화점,RATE_DISCOUNT,5.0,,,,신세계백화점 5% 결제일 할인,CONFIRMED
46,28,500000,CARD_LEVEL,14,생활,RATE_DISCOUNT,5.0,,,,Life Care가맹점 5% 결제일 할인,CONFIRMED
47,28,500000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,"롯데월드, 서울랜드 자유이용권 50% 할인",CONFIRMED
48,28,500000,CARD_LEVEL,26,해외,RATE_DISCOUNT,5.0,,,,해외 매출 5% 캐시백,CONFIRMED
49,35,200000,CARD_LEVEL,3,주유,FIXED_AMOUNT,,100,,,GS칼텍스 주유 시 리터당 60~100원 할인,CONFIRMED
50,35,200000,CARD_LEVEL,27,교통,RATE_DISCOUNT,7.0,,,,"버스, 지하철, 택시 3~7% 할인",CONFIRMED
51,36,300000,CARD_LEVEL,13,선택형,RATE_DISCOUNT,5.0,,,,"Cube 선택서비스 - 선택서비스 5개, 5% 할인",CONFIRMED
52,39,300000,INLINE,3,주유,RATE_DISCOUNT,10.0,,,,4개의 정유사 중 직접 고른 1개 정유사 주유 이용금액 10% 결제일 할인 (전월실적 30만원 이상),CONFIRMED
53,39,300000,INLINE,19,편의점,RATE_DISCOUNT,5.0,,,,"GS25, CU 5% 결제일 할인 (전월실적 30만원 이상)",CONFIRMED
54,39,300000,INLINE,18,카페,RATE_DISCOUNT,5.0,,,,"스타벅스, 이디야 5% 결제일 할인 (전월실적 30만원 이상)",CONFIRMED
55,41,300000,INLINE,14,생활,RATE_DISCOUNT,20.0,,,,"4대 편의점, 생활/잡화, 커피, 월납 20% 할인 (전월실적 30만원 이상)",CONFIRMED
56,41,300000,INLINE,28,프리미엄 서비스,RATE_DISCOUNT,10.0,,,,"제주항공, 에어부산 10% 할인 (전월실적 30만원 이상)",CONFIRMED
57,42,300000,CARD_LEVEL,30,렌터카,RATE_DISCOUNT,30.0,,,,SOCAR 결제 시 30% 결제일 할인,CONFIRMED
58,42,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,20.0,,,,커피전문점 20% 결제일 할인,CONFIRMED
59,42,300000,CARD_LEVEL,19,편의점,RATE_DISCOUNT,5.0,,,,"GS25, CU, 세븐일레븐 편의점 5% 결제일 할인",CONFIRMED
60,42,300000,CARD_LEVEL,22,대형마트,RATE_DISCOUNT,3.0,,,,"홈플러스, 이마트, 롯데마트 3대 할인점 3% 결제일 할인",CONFIRMED
61,43,300000,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,15.0,,,,생활쇼핑 최대 15% 결제일 할인,CONFIRMED
62,43,300000,CARD_LEVEL,31,카페/디저트,RATE_DISCOUNT,10.0,,,,커피전문점/제과점 업종 10% 결제일 할인,CONFIRMED
63,43,300000,CARD_LEVEL,6,기타,RATE_DISCOUNT,10.0,,,,주말 복합쇼핑몰 10% 결제일 할인,CONFIRMED
64,43,300000,CARD_LEVEL,22,대형마트,RATE_DISCOUNT,10.0,,,,주말 3대 할인점 10% 결제일 할인,CONFIRMED
65,43,300000,CARD_LEVEL,10,영화,FIXED_AMOUNT,,5000,,,"주말 롯데시네마 현장 예매 시 5,000원 결제일 할인",CONFIRMED
66,45,300000,CARD_LEVEL,14,생활,RATE_DISCOUNT,7.0,,,,편의점·배달앱 7% 멤버십리워즈 적립,CONFIRMED
67,45,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,20.0,,,,스타벅스·이디야 20% 결제일 할인,CONFIRMED
68,45,300000,CARD_LEVEL,5,통신,RATE_DISCOUNT,5.0,,,,교통·통신 5% 멤버십리워즈 적립,CONFIRMED
69,45,300000,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,1.5,,,,쇼핑 1.5% 멤버십리워즈 적립,CONFIRMED
70,45,300000,CARD_LEVEL,32,해외이용,RATE_DISCOUNT,5.0,,,,해외 5% 멤버십리워즈 적립,CONFIRMED
71,46,300000,CARD_LEVEL,3,주유,RATE_DISCOUNT,0.2,,,,국내외 모든 가맹점에서 0.2%·0.4% 주유포인트 적립,CONFIRMED
72,46,300000,CARD_LEVEL,3,주유,FIXED_AMOUNT,,60,,,전국 주유소 리터당 60원 결제일할인(청구할인) (LPG 30원),CONFIRMED
73,46,300000,CARD_LEVEL,10,영화,RATE_DISCOUNT,50.0,,,,CGV 동반 1인 50% 할인,CONFIRMED
74,46,300000,CARD_LEVEL,31,카페/디저트,FIXED_AMOUNT,,1000,,,"스타벅스 1,000원 할인",CONFIRMED
75,49,0,CARD_LEVEL,7,백화점,MILEAGE,1.0,,1000,WON,"(특별적립) 국내형: 백화점 이용금액 1,000원당 (스카이패스) 1 마일리지 추가 적립",CONFIRMED
76,49,0,CARD_LEVEL,9,주유소,MILEAGE,1.0,,1000,WON,"(특별적립) 국내형: 주유 이용금액 1,000원당 (스카이패스) 1 마일리지 추가 적립",CONFIRMED
77,49,0,CARD_LEVEL,18,카페,MILEAGE,1.0,,1000,WON,"(특별적립) 국내형: 커피 이용금액 1,000원당 (스카이패스) 1 마일리지 추가 적립",CONFIRMED
78,49,0,CARD_LEVEL,19,편의점,MILEAGE,1.0,,1000,WON,"(특별적립) 국내형: 편의점 이용금액 1,000원당 (스카이패스) 1 마일리지 추가 적립",CONFIRMED
79,49,0,CARD_LEVEL,26,해외,MILEAGE,1.0,,1000,WON,"(특별적립) 해외형: 해외 가맹점 및 해외 직접구매 이용건 1,000원당 (스카이패스) 1 마일리지 추가 적립",CONFIRMED
80,50,300000,CARD_LEVEL,8,패밀리레스토랑,RATE_DISCOUNT,10.0,,,,아웃백스테이크하우스 10% 할인,CONFIRMED
81,50,300000,CARD_LEVEL,18,카페,FIXED_AMOUNT,,1000,,,"스타벅스 1,000원 결제일할인",CONFIRMED
82,50,300000,CARD_LEVEL,10,영화,FIXED_AMOUNT,,3000,,,"메가박스, CGV, 인터파크 영화 3,000원 할인",CONFIRMED
83,50,300000,CARD_LEVEL,33,무이자할부,INSTALLMENT_FREE,,3,,,백화점·할인점 2~3개월 무이자할부,CONFIRMED
84,50,300000,CARD_LEVEL,33,무이자할부,INSTALLMENT_FREE,,3,,,의료점 2~3개월 무이자할부,CONFIRMED
85,51,300000,CARD_LEVEL,17,대중교통,RATE_DISCOUNT,10.0,,,,대중교통·택시 10% 결제일할인,CONFIRMED
86,51,300000,CARD_LEVEL,5,통신,RATE_DISCOUNT,10.0,,,,이동통신요금 10% 결제일할인,CONFIRMED
87,51,300000,CARD_LEVEL,10,영화,FIXED_AMOUNT,,5000,,,"CGV 및 롯데시네마 5,000원 결제일할인",CONFIRMED
88,51,300000,CARD_LEVEL,26,해외,RATE_DISCOUNT,1.3,,,,해외 1.3% 적립,CONFIRMED
89,52,500000,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,1.0,,,,모든 가맹점 1% 빅포인트 적립,CONFIRMED
90,52,500000,CARD_LEVEL,3,주유,FIXED_AMOUNT,,2000,,,"모든 주유소 및 LPG 충전소 2,000원 결제일 할인",CONFIRMED
91,52,500000,CARD_LEVEL,10,영화,FIXED_AMOUNT,,5000,,,"모든 영화관 5,000원 결제일 할인",CONFIRMED
92,53,300000,CARD_LEVEL,18,카페,FIXED_AMOUNT,,1000,,,"스타벅스 1,000원 결제일 할인",CONFIRMED
93,53,300000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,"놀이공원 자유이용권 50%, 워터파크 입장권 30% 현장할인",CONFIRMED
94,53,300000,CARD_LEVEL,25,정비,FIXED_AMOUNT,,15000,,,"엔진오일 교환 시 15,000원 현장할인",CONFIRMED
95,54,0,CARD_LEVEL,13,선택형,MILEAGE,2.0,,,,[특별 적립] 옵션 적립처에 따라 스카이패스 2 마일리지 적립,CONFIRMED
96,54,500000,INLINE,8,패밀리레스토랑,FIXED_AMOUNT,,30000,,,"아웃백스테이크하우스 30,000원 결제일 할인 [전월 실적 50만원 이상]",CONFIRMED
97,55,300000,CARD_LEVEL,19,편의점,FIXED_AMOUNT,,200,,,"CU 1,500원당 200원 결제일할인",CONFIRMED
98,55,300000,CARD_LEVEL,27,교통,FIXED_AMOUNT,,100,,,"대중교통 1,000원당 100원 결제일할인",CONFIRMED
99,55,300000,CARD_LEVEL,12,푸드,FIXED_AMOUNT,,1000,,,"음식점·주점 1,000원 결제일할인",CONFIRMED
100,56,500000,CARD_LEVEL,18,카페,RATE_DISCOUNT,10.0,,,,커피전문점 10% 결제일할인,CONFIRMED
101,56,500000,CARD_LEVEL,10,영화,FIXED_AMOUNT,,5000,,,"모든 영화관 5,000원 결제일할인",CONFIRMED
102,56,500000,CARD_LEVEL,8,패밀리레스토랑,FIXED_AMOUNT,,20000,,,"VIPS·계절밥상 20,000원 결제일할인",CONFIRMED
103,56,500000,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,0.5,,,,모든 가맹점 기본 0.5% 청구할인,CONFIRMED
104,56,500000,CARD_LEVEL,14,생활,RATE_DISCOUNT,1.5,,,,교육·할인점·이동통신·병원·약국 1.5% 결제일할인,CONFIRMED
105,57,500000,CARD_LEVEL,10,영화,FIXED_AMOUNT,,5000,,,"모든 영화관 5,000원 결제일할인",CONFIRMED
106,57,500000,CARD_LEVEL,18,카페,RATE_DISCOUNT,10.0,,,,커피전문점 10% 결제일할인,CONFIRMED
107,57,500000,CARD_LEVEL,12,푸드,FIXED_AMOUNT,,20000,,,"VIPS·계절밥상 20,000원 결제일할인",CONFIRMED
108,57,500000,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,0.5,,,,모든 가맹점 기본 0.5% 청구할인,CONFIRMED
109,57,500000,CARD_LEVEL,14,생활,RATE_DISCOUNT,1.5,,,,음식점·주점·편의점·주유·택시 1.5% 결제일할인,CONFIRMED
110,57,500000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,놀이공원 자유이용권 50%·워터파크 입장권 30% 현장할인,CONFIRMED
111,57,500000,CARD_LEVEL,25,정비,FIXED_AMOUNT,,20000,,,"엔진오일 교환 시 20,000원 현장할인",CONFIRMED
112,58,500000,CARD_LEVEL,3,주유,FIXED_AMOUNT,,90,,,모든 주유소에서 주유 시 리터당 90원 결제일할인,CONFIRMED
113,58,500000,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,0.5,,,,모든 가맹점 기본 0.5% 결제일할인,CONFIRMED
114,59,500000,CARD_LEVEL,29,여행/숙박,RATE_DISCOUNT,3.0,,,,여가패키지: 해외·여행 3% 결제일할인,CONFIRMED
115,59,500000,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,3.0,,,,일상패키지: 슈퍼마켓·프리미엄 아울렛 등 3% 결제일할인,CONFIRMED
116,59,500000,CARD_LEVEL,31,카페/디저트,RATE_DISCOUNT,30.0,,,,일상패키지: 10대 커피전문점·제과점 30% 결제일할인,CONFIRMED
117,59,500000,CARD_LEVEL,12,푸드,RATE_DISCOUNT,20.0,,,,일상패키지: 음식점·신선식품 배송 20% 결제일할인,CONFIRMED
118,59,500000,CARD_LEVEL,10,영화,FIXED_AMOUNT,,6000,,,"일상패키지: 모든 영화관에서 6,000원 이상 결제 시 6,000원 결제일할인",CONFIRMED
119,61,0,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,놀이공원 자유이용권 50%·워터파크 입장권 30% 현장할인,CONFIRMED
120,61,0,CARD_LEVEL,25,정비,FIXED_AMOUNT,,20000,,,"엔진오일 교환 시 20,000원 현장할인",CONFIRMED
121,62,0,CARD_LEVEL,31,카페/디저트,RATE_DISCOUNT,10.0,,,,커피전문점·파리바게뜨·배스킨라빈스·던킨도너츠 10% 할인,CONFIRMED
122,62,0,CARD_LEVEL,10,영화,FIXED_AMOUNT,,3000,,,"CGV 3,000원 할인",CONFIRMED
123,62,0,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,놀이공원 50%·워터파크 30% 할인,CONFIRMED
124,63,300000,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,0.3,,,,국내외 가맹점 0.3% 결제일 할인,CONFIRMED
125,63,300000,CARD_LEVEL,5,통신,RATE_DISCOUNT,10.0,,,,이동통신요금 10% 결제일할인,CONFIRMED
126,63,300000,CARD_LEVEL,10,영화,FIXED_AMOUNT,,5000,,,"CGV·롯데시네마 5,000원 결제일할인",CONFIRMED
127,64,300000,CARD_LEVEL,33,무이자할부,INSTALLMENT_FREE,,3,,,주말 5만원 이상 결제 시 2~3개월 무이자할부,CONFIRMED
128,72,400000,CARD_LEVEL,5,통신,RATE_DISCOUNT,5.0,,,,이동통신 5% 결제일할인,CONFIRMED
129,72,400000,CARD_LEVEL,18,카페,RATE_DISCOUNT,5.0,,,,커피전문점 5% 결제일할인,CONFIRMED
130,73,300000,CARD_LEVEL,14,생활,RATE_DISCOUNT,5.0,,,,"대형마트, 백화점, 주유 등 5% 청구할인",CONFIRMED
131,73,300000,CARD_LEVEL,8,패밀리레스토랑,RATE_DISCOUNT,25.0,,,,"아웃백, 애슐리, TGIF 등 25% 청구할인",CONFIRMED
132,73,300000,CARD_LEVEL,31,카페/디저트,RATE_DISCOUNT,20.0,,,,"탐앤탐스, 스타벅스 20% 청구할인",CONFIRMED
133,73,300000,CARD_LEVEL,4,금융,FREE_SERVICE,,,,,우리은행 수수료 면제서비스,CONFIRMED
134,74,300000,CARD_LEVEL,14,생활,RATE_DISCOUNT,5.0,,,,주요 7대 업종 10~5% 청구할인,CONFIRMED
135,74,300000,CARD_LEVEL,10,영화,FIXED_AMOUNT,,3000,,,"전국 영화관 3,000원 청구할인",CONFIRMED
136,74,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,20.0,,,,커피 20% 청구할인,CONFIRMED
137,74,300000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,주요 놀이공원 자유이용권 50% 현장할인,CONFIRMED
138,77,300000,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,0.7,,,,국내 가맹점 0.7% 위비꿀머니 적립,CONFIRMED
139,77,300000,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,1.5,,,,"대형할인점, 면세점 1.5% 및 위비마켓 2% 위비꿀머니 적립",CONFIRMED
140,77,300000,CARD_LEVEL,5,통신,RATE_DISCOUNT,1.5,,,,이동통신 1.5% 위비꿀머니 적립,CONFIRMED
141,77,300000,CARD_LEVEL,34,병원,RATE_DISCOUNT,1.5,,,,병의원 1.5% 위비꿀머니 적립,CONFIRMED
142,77,300000,CARD_LEVEL,26,해외,RATE_DISCOUNT,1.5,,,,해외 이용금액 1.5% 위비꿀머니 적립,CONFIRMED
143,77,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,10.0,,,,"스타벅스, 이디야, 폴바셋 10% 청구할인",CONFIRMED
144,80,300000,CARD_LEVEL,14,생활,RATE_DISCOUNT,5.0,,,,PAY 외 결제 시 5% 할인,CONFIRMED
145,80,300000,CARD_LEVEL,12,푸드,RATE_DISCOUNT,10.0,,,,치킨/피자 10% 청구할인,CONFIRMED
146,80,300000,CARD_LEVEL,26,해외,FREE_SERVICE,,,,,해외이용 시 이용수수료 면제,CONFIRMED
147,81,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,50.0,,,,스타벅스(사이렌오더 포함) 50% 청구 할인,CONFIRMED
148,81,300000,CARD_LEVEL,19,편의점,RATE_DISCOUNT,10.0,,,,편의점 업종 10% 청구 할인,CONFIRMED
149,82,300000,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,1.0,,,,"Well Living: 백화점, 온라인 쇼핑, 대형할인점 모아포인트 1% 적립",CONFIRMED
150,82,300000,CARD_LEVEL,5,통신,RATE_DISCOUNT,1.5,,,,Well Living: 이동통신 모아포인트 1.5% 적립,CONFIRMED
151,82,300000,CARD_LEVEL,34,병원,RATE_DISCOUNT,1.5,,,,Well Living: 병원(동물병원 포함) 모아포인트 1.5% 적립,CONFIRMED
152,82,300000,CARD_LEVEL,29,여행/숙박,RATE_DISCOUNT,1.8,,,,"Enjoy Living: 해외, 면세점, 여행사 ,항공사 모아포인트 1.8% 적립",CONFIRMED
153,82,300000,CARD_LEVEL,35,골프,RATE_DISCOUNT,3.0,,,,Enjoy Living: 골프 업종 3% 적립,CONFIRMED
154,84,300000,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,0.8,,,,모아포인트 0.8%~5% 적립,CONFIRMED
155,84,300000,CARD_LEVEL,5,통신,RATE_DISCOUNT,5.0,,,,이동통신 업종 모아포인트 5% 적립,CONFIRMED
156,84,300000,CARD_LEVEL,17,대중교통,RATE_DISCOUNT,5.0,,,,대중교통 업종 모아포인트 5% 적립,CONFIRMED
157,84,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,3.0,,,,"스타벅스, 엔제리너스, 이디야 모아포인트 3% 적립",CONFIRMED
158,84,300000,CARD_LEVEL,10,영화,RATE_DISCOUNT,3.0,,,,"CGV, 롯데시네마 모아포인트 3% 적립",CONFIRMED
159,84,300000,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,1.0,,,,"백화점, 할인점, 온라인쇼핑 모아포인트 1% 적립",CONFIRMED
160,84,300000,CARD_LEVEL,3,주유,RATE_DISCOUNT,1.0,,,,주유 모아포인트 1% 적립,CONFIRMED
161,84,300000,CARD_LEVEL,26,해외,RATE_DISCOUNT,1.0,,,,해외 가맹점 1% 적립,CONFIRMED
162,85,300000,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,10.0,,,,온·오프라인 쇼핑 10% 청구할인,CONFIRMED
163,85,300000,CARD_LEVEL,3,주유,FIXED_AMOUNT,,60,,,4대 주유소 주말 주유시 리터당 60원 청구할인,CONFIRMED
164,85,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,10.0,,,,"스타벅스, 폴바셋 10% 청구할인",CONFIRMED
165,86,300000,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,1.0,,,,모든 국내 가맹점 0.7~1% 청구할인,CONFIRMED
166,86,300000,CARD_LEVEL,3,주유,FIXED_AMOUNT,,100,,,"S-OIL, 현대오일뱅크 리터당 60~100원 청구할인",CONFIRMED
167,86,300000,CARD_LEVEL,17,대중교통,RATE_DISCOUNT,10.0,,,,대중교통 10% 청구할인,CONFIRMED
168,86,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,10.0,,,,"스타벅스, 폴바셋 10% 청구할인",CONFIRMED
169,87,0,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,1.3,,,,국내외 가맹점 1.3%~0.8% 청구할인,CONFIRMED
170,87,0,CARD_LEVEL,31,카페/디저트,RATE_DISCOUNT,1.3,,,,제과점 1.3% 청구할인,CONFIRMED
171,87,0,CARD_LEVEL,19,편의점,RATE_DISCOUNT,1.3,,,,편의점 1.3% 청구할인,CONFIRMED
172,87,0,CARD_LEVEL,22,대형마트,RATE_DISCOUNT,1.3,,,,수퍼마켓 1.3% 청구할인,CONFIRMED
173,87,0,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,1.3,,,,"면세점, 해외이용금액 1.3% 청구할인",CONFIRMED
174,87,0,CARD_LEVEL,17,대중교통,RATE_DISCOUNT,1.3,,,,대중교통 1.3% 청구할인,CONFIRMED
175,87,0,CARD_LEVEL,3,주유,RATE_DISCOUNT,0.8,,,,주유관련 이용금액 0.8% 청구할인,CONFIRMED
176,87,0,CARD_LEVEL,5,통신,RATE_DISCOUNT,0.8,,,,통신관련 이용금액 0.8% 청구할인,CONFIRMED
177,88,300000,CARD_LEVEL,27,교통,RATE_DISCOUNT,33.0,,,,대중교통 33% 청구할인,CONFIRMED
178,88,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,55.0,,,,"커피 4대 브랜드 통합 (스타벅스, 투썸플레이스, 커피빈, 폴바셋) 55% 청구할인",CONFIRMED
179,88,300000,CARD_LEVEL,19,편의점,RATE_DISCOUNT,11.0,,,,편의점 11% 청구할인,CONFIRMED
180,88,300000,CARD_LEVEL,10,영화,FIXED_AMOUNT,,5500,,,"영화관 5,500원 할인",CONFIRMED
181,89,300000,CARD_LEVEL,3,주유,FIXED_AMOUNT,,200,,,SK네트웍스 Most 주유소 리터당 최대 200원 청구할인,CONFIRMED
182,89,300000,CARD_LEVEL,10,영화,FIXED_AMOUNT,,5000,,,"영화관 업종 5,000원 청구할인",CONFIRMED
183,89,300000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,놀이공원 본인 자유이용권 50% 현장할인,CONFIRMED
184,91,0,CARD_LEVEL,3,주유,FIXED_AMOUNT,,60,,,"현대오일뱅크, S-OIL 주유 및 충전 시 리터당 60원 청구할인",CONFIRMED
185,92,500000,CARD_LEVEL,3,주유,FIXED_AMOUNT,,60,,,"현대오일뱅크, S-OIL 주유 및 충전 시 리터당 60원 청구할인",CONFIRMED
