card_type,category_main,card_name,source_url,raw_text_snippet
CREDIT,생활,에듀카드,https://www.card-gorilla.com/card/detail/152,"에듀카드 | |에듀카드|에듀카드 · KB국민카드|교육관련 업종 5~7% 청구할인 · 약국 10% 할인|해외겸용 [35,000]원 · 100만원 이상 · Mastercard|학원|교육 업종(학원, 학습지 등) 5~7% 청구할인|약국|약국 이용 시 10% 청구할인|SKY캐슬에는 없는 것 - 교육비 할인카드 코디네이터|신한카드 Edu Plan+|신한카드|신한카드"
CHECK,여행항공,BAZIC(베이직)카드,https://www.card-gorilla.com/card/detail/166,"BAZIC(베이직)카드 | |BAZIC(베이직)카드|BAZIC(베이직)카드 · NH농협카드|국내가맹점 0.7~1.0% 할인 · 해외가맹점 0.7% 할인|국내전용 [8,000]원 / 해외겸용 [8,000]원 · 없음 · Mastercard · JCB|모든가맹점|국내·외 전 가맹점 0.7~1% 청구할인|혜택이 젊어졌다! NH농협카드 BEST5|현대카드ZERO "
CREDIT,기타,올마이쇼핑 카드 (점심),https://www.card-gorilla.com/card/detail/199,"올마이쇼핑 카드 (점심) | |올마이쇼핑 카드 (점심)|올마이쇼핑 카드 (점심) · 롯데카드|쇼핑업종 5% 할인 · 음식점(점심) 10% 할인|국내전용 [15,000]원 / 해외겸용 [15,000]원 · 50만원 이상 · Mastercard|할인|쇼핑업종 5% + 점심시간(12~14시) 음식점 10% 할인|NEW 씨티 클리어|씨티카드|신한카드 Mr.Life"
CHECK,여행항공,Mile 1.8 대한항공,https://www.card-gorilla.com/card/detail/244,"Mile 1.8 대한항공 | |Mile 1.8 대한항공|Mile 1.8 대한항공 · 하나카드|국내/외 1,500원당 2.0~1.8 HANA Mile 적립 · HANA Mile 최대 5,000점 보너스적립 · Priority Pass 연 12회 무료이용|해외겸용 [130,000]원 · 없음 · AMEX|항공마일리지|HANA Mile 적립|공항라운지/PP|Pr"
CHECK,여행항공,Mile 1.8 아시아나,https://www.card-gorilla.com/card/detail/245,"Mile 1.8 아시아나 | |Mile 1.8 아시아나|Mile 1.8 아시아나 · 하나카드|국내/외 1,500원당 2.0~1.8 HANA Mile 적립 · HANA Mile 최대 5,000점 보너스적립 · Priority Pass 연 12회 무료이용|해외겸용 [130,000]원 · 없음 · AMEX|항공마일리지|HANA Mile 적립|공항라운지/PP|Pr"
CHECK,쇼핑,CJ ONE 신한카드 체크,https://www.card-gorilla.com/card/detail/279,"CJ ONE 신한카드 체크 | |CJ ONE 신한카드 체크|CJ ONE 신한카드 체크 · 신한카드|CJ ONE포인트 5% 추가적립 · CGV 7,000원 캐시백 · 투썸플레이스 10% 캐시백|해외겸용 [없음] · 20만원 이상 · Mastercard · UnionPay|영화|CGV 영화 예매 시 최대 7,000원 캐시백|드럭스토어|올리브영 10% 캐시백|C"
CHECK,교통자동차,신한카드 Deep Dream 체크,https://www.card-gorilla.com/card/detail/281,신한카드 Deep Dream 체크 | |신한카드 Deep Dream 체크|신한카드 Deep Dream 체크 · 신한카드|모두드림 0.2% 적립 · 더해드림 0.6% 적립 · 챙겨드림 1.0% 적립|해외겸용 [없음] · 없음 · VISA · UnionPay|적립|기본 포인트 적립|생활|추가 포인트 적립|생활|추가 포인트 적립|주유소|주유소 적립|택시|택시 할
CHECK,쇼핑,신세계 신한카드 체크,https://www.card-gorilla.com/card/detail/282,"신세계 신한카드 체크 | |신세계 신한카드 체크|신세계 신한카드 체크 · 신한카드|스타벅스 500원 할인 · 쿠팡,티몬 1% 포인트적립 · 롯데월드,서울랜드 50% 할인|해외겸용 [없음] · 30만원 이상 · Mastercard · UnionPay|영화|신세계백화점 입점영화관 토,일요일 2천원 캐시백|카페|스타벅스 사이즈업 지원 캐시백|생활|주요 업종 0."
CREDIT,기타,신한카드 주거래 체크,https://www.card-gorilla.com/card/detail/284,"신한카드 주거래 체크 | |신한카드 주거래 체크|신한카드 주거래 체크 · 신한카드|전가맹점 0.3% 적립 · 쇼핑, 해외가맹점 0.7% 추가적립 · 생활가맹점 1.7% 추가적립|해외겸용 [없음] · 30만원 이상 · VISA · UnionPay|모든가맹점|모든 가맹점 0.3% 포인트 적립|쇼핑|신한은행 결제 계좌 연결 제공 서비스(추가 포인트 적립)|은행사"
CHECK,문화여가,카카오페이 신한 체크카드,https://www.card-gorilla.com/card/detail/286,카카오페이 신한 체크카드 | |카카오페이 신한 체크카드|카카오페이 신한 체크카드 · 신한카드|카카오페이 2% 적립 · 대중교통 3% 적립 · CGV 최대 3천원 적립|해외겸용 [없음] · 없음 · Mastercard|선택형|플레이트 디자인 선택 가능|카카오페이|카카오페이 결제 시 2% 적립|대중교통|대중교통 3% 적립|통신|이동통신요금 3% 적립|영화|CG
CHECK,쇼핑,신한 S-Choice체크카드,https://www.card-gorilla.com/card/detail/296,"신한 S-Choice체크카드 | |신한 S-Choice체크카드|신한 S-Choice체크카드 · 신한카드|버스/지하철/택시 10% 할인(캐시백) · 커피전문점 20% 할인(캐시백) · 백화점 10% 할인(캐시백)|해외겸용 [없음] · 20만원 이상 · VISA · Mastercard|교통|버스,지하철,택시 이용금액의 10% 할인 (캐시백)|카페|모든 커피 전"
CHECK,쇼핑,KT 신한카드 체크,https://www.card-gorilla.com/card/detail/301,"KT 신한카드 체크 | |KT 신한카드 체크|KT 신한카드 체크 · 신한카드|KT통신요금 5,000원 캐시백 · GS25 5% 캐시백 · CGV 10% 캐시백|국내전용 [없음] · 30만원 이상|KT|KT 통신요금 월 최대 5천원 캐시백|편의점|GS25 5% 캐시백|영화|CGV 10% 캐시백|삼성카드 taptap O|삼성카드|신한카드 Deep Dream 체"
CHECK,쇼핑,LG U+ 신한카드 Smart 체크,https://www.card-gorilla.com/card/detail/302,"LG U+ 신한카드 Smart 체크 | |LG U+ 신한카드 Smart 체크|LG U+ 신한카드 Smart 체크 · 신한카드|LG U+ 통신요금 3,000원 캐시백 · GS25 5% 캐시백 · 맥스무비 2,000원 캐시백|국내전용 [없음] · 30만원 이상|LGU+|LG U+ 통신요금 자동이체 시 최대 3천원 캐시백|편의점|GS25 편의점 5% 캐시백|영화"
CHECK,외식카페,더본 신한카드 체크,https://www.card-gorilla.com/card/detail/307,"더본 신한카드 체크 | |더본 신한카드 체크|더본 신한카드 체크 · 신한카드|빽다방 20% 할인 · 더본 모든매장 5% 할인 · CGV 10% 할인|국내전용 [없음] / 해외겸용 [없음] · 20만원 이상 · VISA|푸드|빽다방 이용시 20% 결제일 할인(캐시백)
더본(theborn) 모든 매장 이용 시 5% 결제일 할인(캐시백)|영화|CGV 예매시 10"
CHECK,외식카페,EDIYA 신한카드 체크,https://www.card-gorilla.com/card/detail/309,EDIYA 신한카드 체크 | |EDIYA 신한카드 체크|EDIYA 신한카드 체크 · 신한카드|EDIYA 30% 할인|해외겸용 [없음] · 20만원 이상 · Mastercard · UnionPay|카페|EDIYA 특화 할인 서비스|NU 오하쳌(오늘하루체크)|우리카드|노리체크카드|KB국민카드|행복한 체크카드|우체국|신한카드 SOL트래블 체크|K-패스 신한카드 
CHECK,생활,카드의정석 COOKIE CHECK,https://www.card-gorilla.com/card/detail/312,"카드의정석 COOKIE CHECK | |카드의정석 COOKIE CHECK|카드의정석 COOKIE CHECK · 우리카드|전세계 공항라운지 무료입장 서비스 · 해외가맹점 2~1% 캐시백 · 영화 5,000원 캐시백|국내전용 [없음] / 해외겸용 [없음] · 20만원 이상 · Mastercard · BC|공항라운지/PP|전세계 1,000여개 공항라운지 무료 입"
CHECK,문화여가,LoL CHAMPIONS KOREA 우리체크카드,https://www.card-gorilla.com/card/detail/313,LoL CHAMPIONS KOREA 우리체크카드 | |LoL CHAMPIONS KOREA 우리체크카드|LoL CHAMPIONS KOREA 우리체크카드 · 우리카드|해외가맹점 1~2% 캐시백 · 국내업종별 10~20% 할인 · 인천공항라운지 무료 이용|국내전용[없음] / 해외겸용 [없음] · 25만원 이상 · BC · Mastercard|수수료우대|[해외서비
CHECK,쇼핑,카카오페이 체크카드,https://www.card-gorilla.com/card/detail/315,카카오페이 체크카드 | |카카오페이 체크카드|카카오페이 체크카드 · 우리카드|카카오페이 가맹점 5% 캐쉬백 · 온라인쇼핑몰 5% 캐쉬백 · 편의점/드럭스토어 5% 캐쉬백|국내전용 [없음] / 해외겸용 [없음] · 20만원 이상 · VISA · BC|카카오페이|카카오페이 가맹점 이용금액 5% 캐쉬백|온라인쇼핑|온라인 쇼핑몰 이용금액 5% 캐쉬백|편의점|오프라
CHECK,생활,카드의정석 L.POINT CHECK,https://www.card-gorilla.com/card/detail/316,카드의정석 L.POINT CHECK | |카드의정석 L.POINT CHECK|카드의정석 L.POINT CHECK · 우리카드|L.POINT 1~0.3% 적립 · 롯데가맹점 1~0.5% 추가적립 · 주요 테마파크 50% 현장할인|국내전용 [없음] / 해외겸용 [없음] · 30만원 이상 · Mastercard · BC|모든가맹점|L.POINT 0.3 ~ 1% 
CHECK,문화여가,카드의정석 POINT CHECK,https://www.card-gorilla.com/card/detail/317,카드의정석 POINT CHECK | |카드의정석 POINT CHECK|카드의정석 POINT CHECK · 우리카드|모아포인트 1.5~0.3% 적립 · 간편결제 1.5% 추가적립 · 롯데월드 아쿠아리움/놀이공원 50% 현장할인|국내전용 [없음] / 해외겸용 [없음] · 30만원 이상 · VISA · BC · Mastercard|모든가맹점|모아포인트 0.3 ~
CHECK,외식카페,위메프 우리체크,https://www.card-gorilla.com/card/detail/318,"위메프 우리체크 | |위메프 우리체크|위메프 우리체크 · 우리카드|위메프 5% 적립 · 스타벅스 30% 캐시백할인 · 편의점 5% 캐시백할인|국내전용 [3,000]원 / 해외겸용 [5,000]원 · 20만원 이상 · BC · Mastercard · UnionPay|소셜커머스|위메프 이용금액의 5%적립|카페|스타벅스 30%, 편의점 5% 캐시백할인|카드의정석"
CHECK,외식카페,롯데마트 라서 즐거운 체크카드,https://www.card-gorilla.com/card/detail/320,"롯데마트 라서 즐거운 체크카드 | |롯데마트 라서 즐거운 체크카드|롯데마트 라서 즐거운 체크카드 · 우리카드|롯데마트 10% 할인 · 영화관 3,000원 할인 · 커피전문점 20% 할인|해외겸용 [없음] · 30만원 이상 · Mastercard · UnionPay|대형마트|롯데마트 매장 및 롯데마트몰 10% 캐시백 할인|카페|스타벅스, 투썸플레이스 20% "
CHECK,외식카페,우리 아이행복체크카드,https://www.card-gorilla.com/card/detail/322,"우리 아이행복체크카드 | |우리 아이행복체크카드|우리 아이행복체크카드 · 우리카드|병원/약국 5% 할인 · 커피전문점 20% 할인 · 대중교통 5% 할인|해외겸용 [없음] · 30만원 이상 · Mastercard · UnionPay|병원/약국|모든 병원(동물병원 포함), 약국업종 5% 청구할인|대중교통|전국 시내버스, 지하철 5% 청구할인|패밀리레스토랑|아"
CHECK,생활,우리국민행복체크카드,https://www.card-gorilla.com/card/detail/323,우리국민행복체크카드 | |우리국민행복체크카드|우리국민행복체크카드 · 우리카드|A-TYPE 의료/쇼핑 할인 · B-TYPE 육아/교육 할인 · C-TYPE 에코머니 적립|국내전용 [없음] · 30만원 이상 · BC|국민행복|국민행복카드란?|병원/약국|for Baby Service [ A-TYPE ]|학원|for Children Service [ B-Type 
CHECK,외식카페,우리 YG 체크카드,https://www.card-gorilla.com/card/detail/324,"우리 YG 체크카드 | |우리 YG 체크카드|우리 YG 체크카드 · 우리카드|YG공연/온라인몰 10% 할인 · 스타벅스/투썸 20% 할인 · 아웃백/TGIF 10% 할인|해외겸용 [없음] · 30만원 이상 · UnionPay|공연/전시|YG 엔터테인먼트 공연티켓, 온라인몰 할인|기타|YG 엔터테인먼트 운영 쇼핑몰 할인|생활|커피, 영화, 외식 등 다양한 국"
CHECK,여행항공,그랑블루 체크카드,https://www.card-gorilla.com/card/detail/325,"그랑블루 체크카드 | |그랑블루 체크카드|그랑블루 체크카드 · 우리카드|모아포인트 0.3~1.0% 적립 · 기프트바우처 연1회 제공 · 공항라운지 무료 이용|해외겸용 [95,000]원 · 30만원 이상 · Mastercard · BC · BC Global|바우처|GIFT VOUCHER (연 1회, 택1회)|모든가맹점|사용업종 또는 결제건당 금액에 따라 0."
CHECK,문화여가,New 현대백화점 체크카드,https://www.card-gorilla.com/card/detail/331,"New 현대백화점 체크카드 | |New 현대백화점 체크카드|New 현대백화점 체크카드 · 우리카드|현대백화점 5% 할인 · 현대아울렛 5% 할인 · 진에어 5% 할인|해외겸용 [없음] · 20만원 이상 · BC · BC Global · Mastercard|백화점|현대백화점 및 현대아울렛 5% 할인|진에어|진에어 5% 캐시백 할인|카페|스타벅스, 커피빈 20"
CHECK,여행항공,아시아나 체크카드,https://www.card-gorilla.com/card/detail/334,"아시아나 체크카드 | |아시아나 체크카드|아시아나 체크카드 · KB국민카드|전가맹점 2,500원당 1마일 적립 · 소셜커머스 5% 할인 · 스타벅스 5% 할인|국내전용 [없음] / 해외겸용 [없음] · 30만원 이상 · Mastercard|아시아나항공|전가맹점 2,500원당 1마일 적립|소셜커머스|소셜커머스, 스타벅스, 파리바게뜨 5% 환급할인|드림플러스 "
CHECK,교통자동차,가온체크카드,https://www.card-gorilla.com/card/detail/336,"가온체크카드 | |가온체크카드|가온체크카드 · KB국민카드|모든가맹점 0.2% 적립 · 주말/공휴일 0.2% 추가적립 · 대중교통/택시 0.2% 추가적립|국내전용 [없음] · 10만원 이상 · Mastercard|모든가맹점|모든 가맹점 포인트리 기본적립|푸드|음식점, 커피전문점 업종 포인트리 추가적립|교통|대중교통, 택시 포인트리 추가적립|통신|이동통신요금"
CHECK,교통자동차,누리체크카드,https://www.card-gorilla.com/card/detail/338,"누리체크카드 | |누리체크카드|누리체크카드 · KB국민카드|모든가맹점 0.2% 환급할인 · 주말/공휴일 0.2% 추가환급할인 · 대중교통/택시 0.2% 추가환급할인|국내전용 [없음] / 해외겸용 [없음] · 30만원 이상 · Mastercard|모든가맹점|모든 가맹점 기본 환급할인 및 주말·공휴일 추가 환급할인|푸드|음식점, 커피전문점 업종 추가 환급할인|"
CHECK,문화여가,락스타 체크카드,https://www.card-gorilla.com/card/detail/340,"락스타 체크카드 | |락스타 체크카드|락스타 체크카드 · KB국민카드|대중교통 10% 청구할인 · 이동통신요금 2,500원 환급할인 · CGV 35% 환급할인|국내전용 [없음] / 해외겸용 [없음] · 20만원 이상 · VISA · UnionPay|대중교통|버스·지하철 10% 청구할인|통신|이동통신요금 2,500원 환급할인|영화|CGV 35% 환급할인|푸드"
CHECK,생활,훈 체크카드,https://www.card-gorilla.com/card/detail/341,훈 체크카드 | |훈 체크카드|훈 체크카드 · KB국민카드|학원 7% 할인 · 서점 5% 할인 · 대중교통 5% 할인|국내전용 [없음] / 해외겸용 [없음] · 30만원 이상 · VISA · Mastercard|학원|문리계·외국어학원 7% 환급할인|도서|서점업종 5% 환급할인|병원/약국|동물병원·약국업종 5% 환급할인|대중교통|버스·지하철 5% 청구할인|연
CHECK,문화여가,해피노리체크카드,https://www.card-gorilla.com/card/detail/342,"해피노리체크카드 | |해피노리체크카드|해피노리체크카드 · KB국민카드|대중교통 10% 할인 · 스타벅스 20% 할인 · CGV 35% 할인|국내전용 [없음] / 해외겸용 [없음] · 20만원 이상 · VISA · Mastercard · UnionPay|대중교통|버스·지하철 10% 청구할인|통신|이동통신요금 2,500원 환급할인|영화|CGV 35% 환급할인|"
CHECK,교통자동차,직장인보너스체크카드,https://www.card-gorilla.com/card/detail/350,"직장인보너스체크카드 | |직장인보너스체크카드|직장인보너스체크카드 · KB국민카드|국세/지방세 7,000원 할인 · GS칼텍스 60~50원/L 할인 · 백화점 5% 할인|국내전용 [없음] / 해외겸용 [없음] · 20만원 이상 · VISA · Mastercard|공과금/렌탈|국세·지방세 7천원 환급할인|주유소|GS칼텍스 리터당 주중 50원, 주말 60원 환급"
CHECK,기타,jumjum(점점) 체크카드(비씨),https://www.card-gorilla.com/card/detail/366,jumjum(점점) 체크카드(비씨) | |jumjum(점점) 체크카드(비씨)|jumjum(점점) 체크카드(비씨) · NH농협카드|국내외 전 가맹점 0.4~0.2% 적립|해외겸용 [없음] · 없음 · UnionPay|모든가맹점|국내·외 전 가맹점 0.2%~0.4% TOP포인트 적립|올바른POINT체크카드|NH농협카드|신한카드 Deep Dream 체크|신한카드
CHECK,생활,VIVA+ 체크카드,https://www.card-gorilla.com/card/detail/378,"VIVA+ 체크카드 | |VIVA+ 체크카드|VIVA+ 체크카드 · 하나카드|해외이용수수료 0.5% 면제 · 해외인출수수료 3% 면제 · 점심시간 7% 캐시백|해외겸용 [없음] · 없음 · VISA|수수료우대|해외 이용 수수료 면제 서비스
해외 인출 수수료 우대 서비스|점심|Lunch Time 7% 캐쉬백 서비스|여행 퀄리티 높이는 해외여행 필수 카드 추천"
CHECK,생활,하나멤버스 1Q 체크카드,https://www.card-gorilla.com/card/detail/380,"하나멤버스 1Q 체크카드 | |하나멤버스 1Q 체크카드|하나멤버스 1Q 체크카드 · 하나카드|편의점 5% 적립 · 베이커리 5% 적립 · 커피 5% 적립|해외겸용 [없음] · 20만원 이상 · VISA · Mastercard|수수료우대|트래블로그 스위치 서비스|멤버십포인트|편의점/베이커리/커피 1만원이상 이용시 건당 5% 하나머니 적립
대중교통(버스,지하철"
CHECK,생활,카카오페이 체크카드,https://www.card-gorilla.com/card/detail/382,"카카오페이 체크카드 | |카카오페이 체크카드|카카오페이 체크카드 · 하나카드|카카오페이 7% 캐시백 · 대중교통 5% 캐시백 · 스타벅스 5% 캐시백|해외겸용 [없음] · 25만원 이상 · VISA|캐시백|카카오페이, 통신요금자동이체, 커피, 대중교통 캐시백|선택형|카드플레이트 디자인 선택 가능|헷갈리는 카카오카드 총정리 2021 | 카카오페이카드, 카카오"
CHECK,기타,신한카드 하이패스(전용) 체크,https://www.card-gorilla.com/card/detail/391,신한카드 하이패스(전용) 체크 | |신한카드 하이패스(전용) 체크|신한카드 하이패스(전용) 체크 · 신한카드|하이패스요금 0.1% 적립 · 통행료 20% 자동할인|국내전용 [없음] · 10만원 이상|하이패스|하이패스 이용요금의 0.1% 포인트 적립|연회비 없는 후불 하이패스 체크카드부터 하이패스 신용카드 추천까지 BEST 4|톨게이트 통행료 할인받고 후불로
CHECK,기타,롯데포인트플러스 체크카드,https://www.card-gorilla.com/card/detail/400,롯데포인트플러스 체크카드 | |롯데포인트플러스 체크카드|롯데포인트플러스 체크카드 · 롯데카드|L.POINT제휴사 더블 적립|국내전용 [없음] · 없음|멤버십포인트|L.POINT 더블포인트 적립 서비스|해외|해외이용 안내|인기 체크카드와 함께 혼밥·혼술 마스터하자!|포알못 컬렉터를 위한 포인트 체크카드 추천 TOP 3|롯데체크카드|롯데카드|LIKIT all 
CHECK,기타,롯데 플래티넘 체크카드,https://www.card-gorilla.com/card/detail/402,"롯데 플래티넘 체크카드 | |롯데 플래티넘 체크카드|롯데 플래티넘 체크카드 · 롯데카드|이용금액 0.2% L.POINT 적립 · VISA 플래티넘 서비스|해외겸용 [1,000원] · 10만원 이상 · VISA|모든가맹점|이용금액의 0.2% L.POINT 적립|해외|해외이용 안내|프리미엄 서비스|VISA Platinum 국제브랜드 서비스|삼성카드 & MILE"
CHECK,교통자동차,롯데체크카드,https://www.card-gorilla.com/card/detail/403,롯데체크카드 | |롯데체크카드|롯데체크카드 · 롯데카드|전국 가맹점 0.2% L.POINT 적립 · SK주유소 50P/L 주유포인트 적립|국내전용 [없음] / 해외겸용 [없음] · 없음 · VISA|적립|전국 가맹점 및 SK주유소 이용 시 적립혜택|해외|해외이용 안내|롯데포인트플러스 체크카드|롯데카드|LIKIT all 체크카드|롯데카드|LIKIT FUN 카
CHECK,기타,현대카드M CHECK,https://www.card-gorilla.com/card/detail/407,"현대카드M CHECK | |현대카드M CHECK|현대카드M CHECK · 현대카드|이용금액별 1~0.5% 적립|국내전용 [2,000원] · 없음|적립|업종·이용금액별 기본 M포인트 적립에 추가 M포인트 적립|신용카드보다 더 좋다?! 20대 대학생/직장인을 위한 2026  체크카드 추천 로드맵|전월실적 필요없는 직장인 알짜체크카드 8종|포알못 컬렉터를 위한 "
CREDIT,기타,현대카드X CHECK,https://www.card-gorilla.com/card/detail/408,"현대카드X CHECK | |현대카드X CHECK|현대카드X CHECK · 현대카드|사용금액별 0.6~0.3% 적립|국내전용 [2,000원] · 없음|모든가맹점|사용금액별 X캐시백 적립|현대카드M CHECK|현대카드|현대카드M HYBRID|현대카드|SC제일은행-현대카드 M CHECK|현대카드|현대카드M CHECK|현대카드X CHECK|현대카드M CHECK-경"
CREDIT,기타,현대카드M HYBRID,https://www.card-gorilla.com/card/detail/414,"현대카드M HYBRID | |현대카드M HYBRID|현대카드M HYBRID · 현대카드|이용금액별 1~0.5% 적립|국내전용 [없음] · 없음|모든가맹점|당월 이용금액별 M포인트 적립|하이브리드|체크결제와 신용결제 서비스를 한번에|체크인 듯 체크 아닌 체크같은 너, 하이브리드 카드|현대카드를 고민하는 당신에게 추천하는 혜택 별 ONE PICK!!|[현대카드"
CREDIT,기타,현대카드X HYBRID,https://www.card-gorilla.com/card/detail/415,"현대카드X HYBRID | |현대카드X HYBRID|현대카드X HYBRID · 현대카드|이용금액별 0.6~0.3% 적립|국내전용 [없음] · 없음|모든가맹점|당월 이용금액별 X캐시백 제공|하이브리드|체크결제와 신용결제 서비스를 한번에|체크인 듯 체크 아닌 체크같은 너, 하이브리드 카드|현대카드를 고민하는 당신에게 추천하는 혜택 별 ONE PICK!!|현대카"
CHECK,교통자동차,가온 올포인트 체크카드,https://www.card-gorilla.com/card/detail/454,가온 올포인트 체크카드 | |가온 올포인트 체크카드|가온 올포인트 체크카드 · KB국민카드|국내외 가맹점 0.2% 기본적립 · 대형마트 0.8% 추가적립 · GS칼텍스 0.8% 추가적립|국내전용 [없음] / 해외겸용 [없음] · 10만원 이상 · Mastercard|모든가맹점|국내외 가맹점 0.2% 포인트리 기본 적립|카페/디저트|커피/제과아이스크림 업종 
CHECK,기타,농부의마음 Farmers Heart 체크카드,https://www.card-gorilla.com/card/detail/498,"농부의마음 Farmers Heart 체크카드 | |농부의마음 Farmers Heart 체크카드|농부의마음 Farmers Heart 체크카드 · NH농협카드|일상생활영역 1% 적립 · 농협계통업종 1% 적립 · 농업관련업종 1% 적립|국내전용 [없음] / 해외겸용 [없음] · 없음 · Mastercard|적립|일상생활, 농협계통업종, 농업관련업종 NH포인트 "
PREPAID,쇼핑,신세계면세점 SSG카드,https://www.card-gorilla.com/card/detail/500,"신세계면세점 SSG카드 | |신세계면세점 SSG카드|신세계면세점 SSG카드 · SSGPAY. CARD|모든가맹점 0.8% 적립 · 해외결제 1.2% 적립 · 신세계면세점선불카드 5만원 증정|국내전용[108,000원] / 해외겸용 [110,000]원 · 없음 · Mastercard|모든가맹점|전 가맹점 0.8~1.2% 적립/청구할인|면세점|신세계면세점 선불카"
CHECK,기타,NH1934 체크카드,https://www.card-gorilla.com/card/detail/517,NH1934 체크카드 | |NH1934 체크카드|NH1934 체크카드 · NH농협카드|국내외가맹점 0.2% 할인 · 주말 국내가맹점 0.3% 할인|국내전용 [없음] / 해외겸용 [없음] · 50만원 이상 · Mastercard|모든가맹점|국내·외 전 가맹점 0.2~0.3% 청구할인|은행사|NH1934체크카드 & NH1934우대통장 교차이용 혜택|라이언 치즈
PREPAID,외식카페,샤롯데 비앤 롯데카드,https://www.card-gorilla.com/card/detail/539,"샤롯데 비앤 롯데카드 | |샤롯데 비앤 롯데카드|샤롯데 비앤 롯데카드 · 롯데카드|기프트카드 3만원 제공 · 생활업종 10% 할인 · 공항라운지 연2회 무료|국내전용 [47,000]원 / 해외겸용 [50,000]원 · 없음 · Mastercard|바우처|3만원 상당 기프트카드 제공|생활|외식업종, 마트, 학원업종 10% 할인|병원|의료업종 2~3개월 무이자"
CREDIT,기타,I’m Wonderful Plus,https://www.card-gorilla.com/card/detail/541,"I’m Wonderful Plus | |I’m Wonderful Plus|I’m Wonderful Plus · 롯데카드|국내외 가맹점 최대0.7% 할인 · 10만원 이상 최대1.4% 할인|국내전용 [15,000]원 / 해외겸용 [15,000]원 · 40만원 이상 · Mastercard · AMEX|국내외가맹점|국내외 가맹점 최대 1.4% 할인|[롯데카드 I"
CREDIT,기타,셀리턴 우리카드,https://www.card-gorilla.com/card/detail/596,"셀리턴 우리카드 | |셀리턴 우리카드|셀리턴 우리카드 · 우리카드|셀리턴 렌탈 할인 서비스|국내전용 [15,000]원 / 해외겸용 [20,000]원 · 없음 · VISA · BC|렌탈|셀리턴 렌탈 요금 자동이체 시 청구할인|LG전자 베스트렌탈 우리카드|우리카드|ALL 우리카드 Premium|우리카드|카드의정석2 EVERY POINT|우리카드|카드의정석2 S"
CHECK,교통자동차,L.pay 신한카드 체크,https://www.card-gorilla.com/card/detail/645,"L.pay 신한카드 체크 | |L.pay 신한카드 체크|L.pay 신한카드 체크 · 신한카드|국내/해외일시불 0.1% 적립 · 롯데더드림영역 0.5% 적립 · L.pay결제시 최대 2.5% 추가적립|국내전용 [없음] / 해외겸용 [없음] · 없음 · VISA|적립|국내/해외 이용금액 0.1% 포인트 적립|교통|후불교통(버스/지하철) 및 택시, 롯데 더드림영"
CHECK,기타,LIKIT all 체크카드,https://www.card-gorilla.com/card/detail/756,"LIKIT all 체크카드 | |LIKIT all 체크카드|LIKIT all 체크카드 · 롯데카드|모든가맹점 0.2% 기본캐시백 · 주말 및 공휴일 0.2% 추가캐시백|국내전용 [없음] · 없음|할인|국내(온·오프라인) 가맹점 0.2% 캐시백
주말 및 공휴일 0.2% 추가 캐시백|롯데포인트플러스 체크카드|롯데카드|롯데체크카드|롯데카드|LIKIT fun 체크"
PREPAID,기타,한패스카드,https://www.card-gorilla.com/card/detail/2315,"한패스카드 | |한패스카드|한패스카드 · 한패스|무조건 0.3% 캐시백 · 해외 결제 수수료 무료 혜택 · 해외ATM 수수료 무료 혜택|해외겸용 [10,000원] · 없음 · VISA|무실적|무조건 0.3% 캐시백 제공|해외직구|해외 결제수수료 무료|수수료우대|해외ATM 이용수수료 무료|선택형|두가지 플레이트 선택 가능|트리플카드|한패스|트래블페이 충전카드"
PREPAID,여행항공,Diners Club POINT,https://www.card-gorilla.com/card/detail/2396,"Diners Club POINT | |Diners Club POINT|Diners Club POINT · 우리카드|국내 가맹점 1~2.3% 적립 · 해외, 면세점 2% 적립 · 전세계 공항라운지 연 20회 무료이용|해외겸용 [300,000]원 · 없음 · Diners Club|적립|국내 가맹점 1~2.3% 포인트 적립|해외|해외, 면세점 2% 포인트 적립|"
PREPAID,여행항공,Diners Club MILEAGE,https://www.card-gorilla.com/card/detail/2397,"Diners Club MILEAGE | |Diners Club MILEAGE|Diners Club MILEAGE · 우리카드|국내 가맹점 1마일 적립 · 해외, 면세점 2마일 적립 · 전세계 공항라운지 연 20회 무료이용|해외겸용 [330,000]원 · 없음 · Diners Club|적립|국내 가맹점 1마일 적립|해외|해외, 면세점 2마일 적립|공항라운지|"
PREPAID,쇼핑,신한카드 EVerywhere,https://www.card-gorilla.com/card/detail/2435,"신한카드 EVerywhere | |신한카드 EVerywhere|신한카드 EVerywhere · 신한카드|전기차 충전요금 30~50% 캐시백 · 생활 가맹점 5~20% 캐시백 · 주차앱 5천원 캐시백|국내전용 [19,000]원 / 해외겸용 [22,000]원 · 40만원 이상 · VISA|충전소|전기차 충전요금의 30%~50% 캐시백|디지털구독|디지털 구독 2"
PREPAID,문화여가,삼성 iD PLUG-IN 카드,https://www.card-gorilla.com/card/detail/2661,"삼성 iD PLUG-IN 카드 | |삼성 iD PLUG-IN 카드|삼성 iD PLUG-IN 카드 · 삼성카드|전기차 충전요금 최대 40% 할인 · 주차장/대리운전 20% 할인 · 자동차보험 30,000원 할인|국내전용 [20,000]원 / 해외겸용 [20,000]원 · 40만원 이상 · Mastercard|충전소|전기차 충전요금 20%/40% 결제일 할인|"
