source_id,card_name,issuer_name_raw,source_url
2706,zgm 할인카드,할인카드,https://www.card-gorilla.com/card/detail/2706
2724,BC 바로 KaPick,바로카드,https://www.card-gorilla.com/card/detail/2724
2727,NH트래블리체크카드,NH트래블리체크카드,https://www.card-gorilla.com/card/detail/2727
2728,BC 바로 MACAO 카드,바로카드,https://www.card-gorilla.com/card/detail/2728
2745,더담은 체크카드,체크카드,https://www.card-gorilla.com/card/detail/2745
2749,ONE 체크카드,체크카드,https://www.card-gorilla.com/card/detail/2749
2758,춘식이달달체크카드,춘식이달달체크카드,https://www.card-gorilla.com/card/detail/2758
2772,기후동행카드(신용),기후동행카드,https://www.card-gorilla.com/card/detail/2772
2773,기후동행카드(체크),기후동행카드,https://www.card-gorilla.com/card/detail/2773
2774,BC 바로 기후동행카드,기후동행카드,https://www.card-gorilla.com/card/detail/2774
2778,IBK포인트3.8(신용),UNKNOWN,https://www.card-gorilla.com/card/detail/2778
2783,IBK포인트(체크),체크카드,https://www.card-gorilla.com/card/detail/2783
2808,딩딩 체크카드,체크카드,https://www.card-gorilla.com/card/detail/2808
2812,zgm.고향으로 체크,NH농협카드,https://www.card-gorilla.com/card/detail/2812
2813,NH1961체크카드,체크카드,https://www.card-gorilla.com/card/detail/2813
2816,1ST A-CHECK카드,CHECK카드,https://www.card-gorilla.com/card/detail/2816
2818,iM K-패스 카드,체크카드,https://www.card-gorilla.com/card/detail/2818
2838,기아 챔피언스카드,챔피언스카드,https://www.card-gorilla.com/card/detail/2838
2839,Together 체크카드,체크카드,https://www.card-gorilla.com/card/detail/2839
2846,클래시 트래블카드,트래블카드,https://www.card-gorilla.com/card/detail/2846
2849,케이뱅크 ALPHA카드,ALPHA카드,https://www.card-gorilla.com/card/detail/2849
2850,I-기후동행카드(신용),기후동행카드,https://www.card-gorilla.com/card/detail/2850
2854,미미(美米)카드,NH농협카드,https://www.card-gorilla.com/card/detail/2854
2860,라이프핏 체크카드,체크카드,https://www.card-gorilla.com/card/detail/2860
2866,I-Travel(체크),UNKNOWN,https://www.card-gorilla.com/card/detail/2866
2871,우체국 LUCK-KEY 체크카드,체크카드,https://www.card-gorilla.com/card/detail/2871
2874,쿵야싱싱체크카드,쿵야싱싱체크카드,https://www.card-gorilla.com/card/detail/2874
2895,iM 트래블 카드,UNKNOWN,https://www.card-gorilla.com/card/detail/2895
2900,오키카드 H,오키카드,https://www.card-gorilla.com/card/detail/2900
2901,오키카드 S,오키카드,https://www.card-gorilla.com/card/detail/2901
2911,해피메이트 IBK카드(신용),IBK카드,https://www.card-gorilla.com/card/detail/2911
2917,IBK BUDDY CHECK,기쁨카드,https://www.card-gorilla.com/card/detail/2917
2920,커넥트 하나로 체크카드,체크카드,https://www.card-gorilla.com/card/detail/2920
2925,수협 ALL드림,UNKNOWN,https://www.card-gorilla.com/card/detail/2925
2926,BC 바로 Air Master 카드,바로카드,https://www.card-gorilla.com/card/detail/2926
2927,BC 바로 Air Max 카드,바로카드,https://www.card-gorilla.com/card/detail/2927
2928,BC 바로 ZONE 카드,바로카드,https://www.card-gorilla.com/card/detail/2928
2932,The Aureum(더 아우름)카드,더아우름카드,https://www.card-gorilla.com/card/detail/2932
2941,IBK나라사랑카드,IBK나라사랑카드,https://www.card-gorilla.com/card/detail/2941
2958,BLISS Mileage,UNKNOWN,https://www.card-gorilla.com/card/detail/2958
2959,BLISS Point,UNKNOWN,https://www.card-gorilla.com/card/detail/2959
2976,우체국 MY-TYPE 체크카드,체크카드,https://www.card-gorilla.com/card/detail/2976
