source_url,condition_id,group_name,raw_text,original_category,new_category,action
https://www.card-gorilla.com/card/detail/369,200,기타,공통/제휴서비스,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/372,201,기타,기타 서비스,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/378,202,수수료우대,"해외 이용 수수료 면제 서비스
해외 인출 수수료 우대 서비스",기타,무료서비스,RECLASSIFIED
https://www.card-gorilla.com/card/detail/380,203,수수료우대,트래블로그 스위치 서비스,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/382,204,선택형,카드플레이트 디자인 선택 가능,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/389,207,선택형,카드 디자인 선택,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/392,210,정비,닥터카서비스,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/392,210,대형마트,이마트 맘키즈 서비스,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/400,213,해외,해외이용 안내,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/402,214,해외,해외이용 안내,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/402,214,프리미엄 서비스,VISA Platinum 국제브랜드 서비스,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/403,215,해외,해외이용 안내,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/404,216,국민행복,국민행복카드란?,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/404,216,교육/육아,행복 맞춤 서비스,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/404,216,기타,출산육아 특별서비스,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/414,221,하이브리드,체크결제와 신용결제 서비스를 한번에,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/415,222,하이브리드,체크결제와 신용결제 서비스를 한번에,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/421,226,주유,경차 유류세 환급 대상자 주유 및 충전(LPG) 시 유류세 환급,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/422,227,프리미엄 서비스,Priority Pass카드 및 특수 소재 플레이트 제공,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/422,227,기타,"VISA Signature 서비스
MasterCard World 서비스",기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/425,230,멤버십포인트,코스트코 연간 이용금액 30만원 이상 시 차년도 연회비 면제,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/426,231,간편결제,한장의 대표카드로 보유 중인 모든 카드 사용이 가능한 All-in-One카드,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/430,232,프리미엄 서비스,VISA/MASTER Platinum 서비스,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/430,232,L.CLASS L20 (아시아나클럽형),롯데카드,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/434,234,선택형,"네이비, 오렌지, 화이트 중 원하는 카드 색상 선택",기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/447,237,면세점,Daily Service,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/447,237,카페,Daily Service,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/447,237,택시,Daily Service,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/449,239,바우처,Special Service 제공,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/449,239,더라운지,LoungeKey 제공,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/449,239,프리미엄 서비스,국제 브랜드 서비스,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/450,240,바우처,Special Service 제공,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/450,240,더라운지,LoungeKey 제공,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/450,240,프리미엄 서비스,국제 브랜드 서비스,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/451,241,바우처,"Free Package (연 1회, 택 1)",기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/451,241,프리미엄 서비스,프리머스카드 공통서비스,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/452,242,바우처,"Free Package (연 1회, 택 1)",기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
https://www.card-gorilla.com/card/detail/452,242,프리미엄 서비스,프리머스카드 공통서비스,기타,기타,KEPT_AS_GITA_NO_KEYWORD_MATCH
