card_id,min_amount,min_amount_source,category_id,group_name,benefit_type,rate,fixed_amount,unit_basis,unit_type,raw_text
1610,200000,CARD_LEVEL,10,영화,RATE_DISCOUNT,35.0,,,,CGV 35% 환급할인
1610,200000,CARD_LEVEL,8,패밀리레스토랑,RATE_DISCOUNT,20.0,,,,"아웃백, VIPS 20% 환급할인"
1610,200000,CARD_LEVEL,18,카페,RATE_DISCOUNT,20.0,,,,스타벅스 20% 환급할인
1610,200000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,에버랜드·롯데월드 50% 환급할인
1610,200000,CARD_LEVEL,4,금융,FREE_SERVICE,,,,,금융수수료 면제 서비스
1610,200000,CARD_LEVEL,19,편의점,RATE_DISCOUNT,5.0,,,,GS25 5% 환급할인
1615,200000,CARD_LEVEL,5,통신,FIXED_AMOUNT,,2500,,,"이동통신요금 2,500원 환급할인"
1615,200000,CARD_LEVEL,10,영화,RATE_DISCOUNT,35.0,,,,CGV 35% 환급할인
1615,200000,CARD_LEVEL,8,패밀리레스토랑,RATE_DISCOUNT,20.0,,,,"아웃백, VIPS 20% 환급할인"
1615,200000,CARD_LEVEL,18,카페,RATE_DISCOUNT,20.0,,,,스타벅스 20% 환급할인
1615,200000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,에버랜드·롯데월드 50% 환급할인
1615,200000,CARD_LEVEL,4,금융,FREE_SERVICE,,,,,금융수수료 면제 서비스
1615,200000,CARD_LEVEL,19,편의점,RATE_DISCOUNT,5.0,,,,GS25 5% 환급할인
1616,200000,CARD_LEVEL,5,통신,FIXED_AMOUNT,,2500,,,"이동통신요금 2,500원 환급할인"
1616,200000,CARD_LEVEL,10,영화,RATE_DISCOUNT,35.0,,,,CGV 35% 환급할인
1616,200000,CARD_LEVEL,8,패밀리레스토랑,RATE_DISCOUNT,20.0,,,,"아웃백, VIPS 20% 환급할인"
1616,200000,CARD_LEVEL,18,카페,RATE_DISCOUNT,20.0,,,,스타벅스 20% 환급할인
1616,200000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,에버랜드·롯데월드 50% 환급할인
1616,200000,CARD_LEVEL,4,금융,FREE_SERVICE,,,,,금융수수료 면제 서비스
1616,200000,CARD_LEVEL,19,편의점,RATE_DISCOUNT,5.0,,,,GS25 5% 환급할인
1617,0,CARD_LEVEL,5,통신,FIXED_AMOUNT,,2500,,,"이동통신요금 2,500원 환급할인"
1617,0,CARD_LEVEL,10,영화,RATE_DISCOUNT,35.0,,,,CGV 35% 환급할인
1617,0,CARD_LEVEL,8,패밀리레스토랑,RATE_DISCOUNT,20.0,,,,"아웃백, VIPS 20% 환급할인"
1617,0,CARD_LEVEL,18,카페,RATE_DISCOUNT,20.0,,,,스타벅스 20% 환급할인
1617,0,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,에버랜드·롯데월드 50% 환급할인
1617,0,CARD_LEVEL,4,금융,FREE_SERVICE,,,,,금융수수료 면제 서비스
1617,0,CARD_LEVEL,19,편의점,RATE_DISCOUNT,5.0,,,,GS25 5% 환급할인
1618,200000,CARD_LEVEL,5,통신,FIXED_AMOUNT,,2500,,,"이동통신요금 2,500원 환급할인"
1618,200000,CARD_LEVEL,10,영화,RATE_DISCOUNT,35.0,,,,CGV 35% 환급할인
1618,200000,CARD_LEVEL,8,패밀리레스토랑,RATE_DISCOUNT,20.0,,,,"아웃백, VIPS 20% 환급할인"
1618,200000,CARD_LEVEL,18,카페,RATE_DISCOUNT,20.0,,,,스타벅스 20% 환급할인
1618,200000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,에버랜드·롯데월드 50% 환급할인
1618,200000,CARD_LEVEL,4,금융,FREE_SERVICE,,,,,금융수수료 면제 서비스
1618,200000,CARD_LEVEL,19,편의점,RATE_DISCOUNT,5.0,,,,GS25 5% 환급할인
1619,0,CARD_LEVEL,5,통신,FIXED_AMOUNT,,2500,,,"이동통신요금 2,500원 환급할인"
1619,0,CARD_LEVEL,10,영화,RATE_DISCOUNT,35.0,,,,CGV 35% 환급할인
1619,0,CARD_LEVEL,8,패밀리레스토랑,RATE_DISCOUNT,20.0,,,,"아웃백, VIPS 20% 환급할인"
1619,0,CARD_LEVEL,18,카페,RATE_DISCOUNT,20.0,,,,스타벅스 20% 환급할인
1619,0,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,에버랜드·롯데월드 50% 환급할인
1619,0,CARD_LEVEL,4,금융,FREE_SERVICE,,,,,금융수수료 면제 서비스
1619,0,CARD_LEVEL,19,편의점,RATE_DISCOUNT,5.0,,,,GS25 5% 환급할인
1623,300000,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,0.5,,,,빅포인트 0.5% 기본적립
1630,300000,CARD_LEVEL,27,교통,RATE_DISCOUNT,5.0,,,,"대중교통 건당 50~100원 청구할인
택시 5% 청구할인 / KTX 10% 할인"
1630,300000,CARD_LEVEL,29,여행/숙박,RATE_DISCOUNT,5.0,,,,"국내선 5%, 국제선 7% 발권 수수료 할인 (횟수제한 없음)
롯데렌터카 35% 현장할인"
1630,300000,CARD_LEVEL,5,통신,RATE_DISCOUNT,3.0,,,,"KT, SKT, LGU+ 매월 청구금액의 3% 청구할인"
1630,300000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,놀이공원 자유이용권 50% 현장할인
1648,300000,CARD_LEVEL,3,주유,RATE_DISCOUNT,5.0,,,,"Sk에너지, 농협주유소 5% 청구할인(충전소 제외)"
1648,300000,CARD_LEVEL,12,푸드,RATE_DISCOUNT,3.0,,,,"국내음식점, 커피전문점, 제과점, 아이스크림점, 패밀리레스토랑 및 패스트푸드점 3% 청구할인"
1673,0,CARD_LEVEL,10,영화,FIXED_AMOUNT,,3000,,,"CGV 현장 결제 시 3,000원 현장할인 및 온라인 예매 시 3,000원 즉시할인"
1695,300000,CARD_LEVEL,27,교통,RATE_DISCOUNT,5.0,,,,"대중교통 건당 50~100원 청구할인
택시 5% 청구할인 / KTX 10% 할인"
1695,300000,CARD_LEVEL,29,여행/숙박,RATE_DISCOUNT,5.0,,,,"국내선 5%, 국제선 7% 발권 수수료 할인 (횟수제한 없음)
롯데렌터카 35% 현장할인"
1695,300000,CARD_LEVEL,5,통신,RATE_DISCOUNT,3.0,,,,"KT, SKT, LGU+ 매월 청구금액의 3% 청구할인"
1695,300000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,놀이공원 자유이용권 50% 현장할인
1699,200000,CARD_LEVEL,3,주유,FIXED_AMOUNT,,40,,,SK주유소(LPG포함) 40원/L 청구할인
1699,200000,CARD_LEVEL,17,대중교통,FIXED_AMOUNT,,50,,,"전국 버스, 지하철 건당 50원 청구할인"
1699,200000,CARD_LEVEL,5,통신,RATE_DISCOUNT,3.0,,,,휴대폰 요금 3% 청구할인
1699,200000,CARD_LEVEL,30,렌터카,RATE_DISCOUNT,35.0,,,,롯데렌터카 35% 현장할인
1699,200000,CARD_LEVEL,31,카페/디저트,RATE_DISCOUNT,5.0,,,,커피/베이커리 5% 청구할인
1702,300000,CARD_LEVEL,26,해외,FREE_SERVICE,,,,,"해외이용금액 외화결제계좌 달러 인출
해외가맹점(해외직구 포함) 이용 시 이용수수료 면제"
1702,300000,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,0.3,,,,국내 전가맹점 0.3% 모아포인트 적립
1714,200000,CARD_LEVEL,19,편의점,POINT_PER_UNIT,7.0,,1000,WON,"세븐일레븐에서 결제 시 1,000원당 7포인트 적립"
1714,200000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,테마파크 최대 50% 할인
1714,200000,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,10.0,,,,롯데멤버스 제휴사 최대 10% 할인
1714,200000,CARD_LEVEL,29,여행/숙박,RATE_DISCOUNT,7.0,,,,롯데카드 여행서비스 최대 7% 할인
1714,200000,CARD_LEVEL,12,푸드,RATE_DISCOUNT,10.0,,,,외식 10% 할인
1714,200000,CARD_LEVEL,3,주유,FIXED_AMOUNT,,50,,,SK주유소 리터당 SK주유포인트 50원적립
1754,0,CARD_LEVEL,10,영화,FIXED_AMOUNT,,1500,,,"롯데시네마 관람료 1,500원 청구할인"
1759,0,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,놀이공원 자유이용권 50%·워터파크 입장권 30% 현장할인
1807,400000,CARD_LEVEL,18,카페,RATE_DISCOUNT,20.0,,,,스타벅스 20% 캐시백
1809,300000,CARD_LEVEL,20,항공마일리지,RATE_DISCOUNT,1.5,,,,UniMile 0.2~ 1.5% 적립
1816,300000,CARD_LEVEL,10,영화,FIXED_AMOUNT,,12000,,,"전국 영화관 12,000원 이상 결제 시 3,000원 청구할인"
1816,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,10.0,,,,커피전문점 10% 청구할인
1818,300000,CARD_LEVEL,10,영화,FIXED_AMOUNT,,3000,,,"전국 영화관 3,000원 청구할인"
1818,300000,CARD_LEVEL,18,카페,FIXED_AMOUNT,,1000,,,"스타벅스, 투썸플레이스 1,000원 청구할인"
1829,300000,CARD_LEVEL,10,영화,FIXED_AMOUNT,,12000,,,"영화 12,000원 이상 결제 시 6,000원 청구할인"
1829,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,5.0,,,,"스타벅스, 커피빈, 카페베네, 투썸플레이스에서 결제 시 5% 청구할인"
1829,300000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,전국 놀이공원 자유이용권 50% 현장할인
1839,300000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,놀이공원 최대 50% 할인
1859,300000,CARD_LEVEL,14,생활,RATE_DISCOUNT,7.0,,,,"각영역별 주요 9대 업종 7% 청구할인
자동이체시 매월 포인트 적립"
1868,0,CARD_LEVEL,10,영화,FIXED_AMOUNT,,12000,,,"전국 영화관 12,000원 이상 결제 시 3,000원 청구할인"
1868,0,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,"에버랜드, 롯데월드, 서울랜드, 대구이월드, 경주월드, 통도환타지아 자유이용권 50% 현장할인"
1868,0,CARD_LEVEL,8,패밀리레스토랑,RATE_DISCOUNT,10.0,,,,"아웃백, TGIF, 베니건스 10% 청구 할인"
1868,0,CARD_LEVEL,18,카페,RATE_DISCOUNT,20.0,,,,"스타벅스, 투썸플레이스 20% 청구할인"
1882,500000,CARD_LEVEL,1,쇼핑,FIXED_AMOUNT,,11000,,,"삼성스토어 라이트할부 이용 시 11,000원·미이용 시 4,000원 결제대금 차감"
1882,500000,CARD_LEVEL,27,교통,RATE_DISCOUNT,5.0,,,,대중교통·택시 5% 결제일할인(청구할인)
1882,500000,CARD_LEVEL,18,카페,RATE_DISCOUNT,5.0,,,,10대 커피전문점 5% 결제일할인(청구할인)
1882,500000,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,3.0,,,,삼성닷컴 3% 결제일할인(청구할인)
1882,500000,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,10.0,,,,삼성전자 서비스센터 10% 결제일할인(청구할인)
1883,400000,CARD_LEVEL,31,카페/디저트,RATE_DISCOUNT,5.0,,,,커피전문점·헬스&뷰티 5% PAYCO 포인트 적립
1883,400000,CARD_LEVEL,19,편의점,RATE_DISCOUNT,5.0,,,,편의점·배달앱 5% PAYCO 포인트 적립
1884,300000,CARD_LEVEL,3,주유,FIXED_AMOUNT,,30000,,,"주유소에서 30,000원 이상 결제 시 3,000원 결제일할인(청구할인)"
1884,300000,CARD_LEVEL,22,대형마트,FIXED_AMOUNT,,30000,,,"할인점에서 30,000원 이상 결제 시 2,000원 결제일할인(청구할인)"
1884,300000,CARD_LEVEL,10,영화,FIXED_AMOUNT,,12000,,,"영화 티켓 12,000원 이상 결제 시 5,000원 결제일할인(청구할인)"
1887,400000,CARD_LEVEL,19,편의점,RATE_DISCOUNT,10.0,,,,"GS25, CU 10% 할인"
1887,400000,CARD_LEVEL,18,카페,RATE_DISCOUNT,10.0,,,,"스타벅스, 커피빈 10% 할인"
1887,400000,CARD_LEVEL,10,영화,RATE_DISCOUNT,20.0,,,,"CGV, 롯데시네마 20% 할인"
1889,500000,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,1.0,,,,모든 가맹점 1% 빅포인트 적립
1889,500000,CARD_LEVEL,3,주유,FIXED_AMOUNT,,2000,,,"모든 주유소·LPG 2,000원 결제일할인"
1899,500000,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,10.0,,,,"LG전자 5~10% 청구할인
LG전자 베스트샵 멤버십 포인트 0.5% 적립"
1899,500000,CARD_LEVEL,33,무이자할부,RATE_DISCOUNT,3.0,,,,베스트 플러스 할부 포인트 최고 3% 적립
1899,500000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,"롯데월드, 서울랜드 50% 할인"
1909,300000,CARD_LEVEL,18,카페,FIXED_AMOUNT,,2000,,,"스타벅스 1만원 이상 결제 시 2,000원 결제일할인(청구할인)"
1926,300000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,놀이공원 최대 50% 할인
1932,200000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,놀이공원 최대 50% 할인
1944,500000,CARD_LEVEL,22,대형마트,RATE_DISCOUNT,3.0,,,,농협하나로 클럽·마트 3% 청구할인
1977,0,CARD_LEVEL,19,편의점,RATE_DISCOUNT,10.0,,,,[쇼핑할인혜택] GS25 10% 할인
1977,0,CARD_LEVEL,21,온라인쇼핑,RATE_DISCOUNT,5.0,,,,[쇼핑할인혜택] 온라인쇼핑 5% 할인
1977,0,CARD_LEVEL,22,대형마트,RATE_DISCOUNT,5.0,,,,[쇼핑할인혜택] 오프라인쇼핑 5% 할인
1977,0,CARD_LEVEL,18,카페,RATE_DISCOUNT,20.0,,,,[쇼핑할인혜택] 스타벅스 20% 할인
1987,200000,CARD_LEVEL,22,대형마트,RATE_DISCOUNT,10.0,,,,"롯데마트 온/오프라인 매장에서 5만원 이상 결제시, 10%청구할인"
1987,200000,CARD_LEVEL,33,무이자할부,INSTALLMENT_FREE,,3,,,롯데마트 및 토이저러스 2~3개월 무이자할부
1990,300000,CARD_LEVEL,14,생활,RATE_DISCOUNT,10.0,,,,엉 서비스 - O2O 앱 이용 시 10% 청구할인
1990,300000,CARD_LEVEL,24,마트/편의점,RATE_DISCOUNT,10.0,,,,"GS 25, GS 수퍼 10% 청구할인
GS POP 서비스"
1990,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,10.0,,,,스타벅스 10% 청구할인
1991,0,CARD_LEVEL,23,바우처,FREE_SERVICE,,,,,동반자 1인에 대한 대한항공 이코노미 클래스 또는 비즈니스 클래스 왕복항공권을 무료로 제공
1991,0,CARD_LEVEL,23,바우처,FREE_SERVICE,,,,,"서비스 ① CGV CINE de CHEF 동반자 1인 무료 서비스
서비스 ② 인터파크 공연 동반자 1인 무료 서비스"
1996,300000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,전국 주요 놀이공원 할인 50% 할인
2007,300000,CARD_LEVEL,8,패밀리레스토랑,RATE_DISCOUNT,10.0,,,,"아웃백, VIPS 10% 청구할인"
2007,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,20.0,,,,"스타벅스, 커피빈 20% 청구할인"
2007,300000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,주요 놀이공원 자유이용권 50% 현장할인
2016,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,5.0,,,,커피전문점 5% 청구할인
2016,300000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,롯데월드 본인 종합이용권 50% 현장할인
2016,300000,CARD_LEVEL,10,영화,FIXED_AMOUNT,,1500,,,"롯데시네마 관람료 1,500원 청구할인"
2019,300000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,전국 주요 놀이공원 할인 50% 할인
2021,300000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,전국 주요 놀이공원 할인 50% 할인
2023,0,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,전국 주요 놀이공원 할인 50% 할인
2026,200000,CARD_LEVEL,21,온라인쇼핑,RATE_DISCOUNT,10.0,,,,[On-line 쇼핑] 온라인 쇼핑 10% 청구할인
2026,200000,CARD_LEVEL,19,편의점,RATE_DISCOUNT,5.0,,,,[Off-line 쇼핑] 편의점 및 드럭스토어 5% 청구할인
2072,300000,CARD_LEVEL,6,기타,RATE_DISCOUNT,15.0,,,,나들가게 15% 할인
2072,300000,CARD_LEVEL,5,통신,FIXED_AMOUNT,,2000,,,"이동통신요금 2,000원 할인"
2072,300000,CARD_LEVEL,6,기타,RATE_DISCOUNT,5.0,,,,교통 5% 할인
2076,300000,CARD_LEVEL,6,기타,RATE_DISCOUNT,5.0,,,,"병원, 약국 5% 할인"
2076,300000,CARD_LEVEL,35,골프,RATE_DISCOUNT,5.0,,,,"골프장, 골프연습장 5% 할인"
2076,300000,CARD_LEVEL,22,대형마트,RATE_DISCOUNT,5.0,,,,대형마트 5% 할인
2076,300000,CARD_LEVEL,25,정비,FIXED_AMOUNT,,5000,,,"자동차정비 5,000원 할인"
2076,300000,CARD_LEVEL,10,영화,FIXED_AMOUNT,,2000,,,"영화 2,000원 할인"
2076,300000,CARD_LEVEL,27,교통,RATE_DISCOUNT,5.0,,,,"고속버스, KTX/SRT, 렌터카 5% 할인"
2079,0,CARD_LEVEL,7,백화점,RATE_DISCOUNT,5.0,,,,백화점 5% 할인
2080,300000,CARD_LEVEL,7,백화점,RATE_DISCOUNT,7.0,,,,백화점 7% 할인
2080,300000,CARD_LEVEL,21,온라인쇼핑,RATE_DISCOUNT,10.0,,,,온라인쇼핑 10% 할인
2082,0,CARD_LEVEL,34,병원,RATE_DISCOUNT,5.0,,,,"병원, 약국 5% 할인"
2082,0,CARD_LEVEL,21,온라인쇼핑,RATE_DISCOUNT,5.0,,,,인터넷쇼핑 5% 할인
2082,0,CARD_LEVEL,7,백화점,RATE_DISCOUNT,5.0,,,,"백화점, 대형마트 5% 할인"
2083,250000,CARD_LEVEL,3,주유,FIXED_AMOUNT,,60,,,전국 주유 리터당 최대 60원 할인
2083,250000,CARD_LEVEL,18,카페,RATE_DISCOUNT,10.0,,,,커피 10% 할인
2083,250000,CARD_LEVEL,22,대형마트,RATE_DISCOUNT,5.0,,,,대형마트 5% 할인
2083,250000,CARD_LEVEL,19,편의점,RATE_DISCOUNT,5.0,,,,편의점 5% 할인
2084,200000,CARD_LEVEL,18,카페,RATE_DISCOUNT,10.0,,,,커피전문점 10% 할인
2084,200000,CARD_LEVEL,6,기타,FIXED_AMOUNT,,2000,,,"어학응시료 2,000원 할인"
2084,200000,CARD_LEVEL,7,백화점,RATE_DISCOUNT,5.0,,,,백화점 5% 할인
2084,200000,CARD_LEVEL,21,온라인쇼핑,RATE_DISCOUNT,10.0,,,,인터넷 쇼핑 10% 할인
2090,0,CARD_LEVEL,35,골프,FREE_SERVICE,,,,,"홀인원 축하금 300만원 서비스
제휴 골프장 그린피 무료 서비스 및 부킹 대행 서비스"
2090,0,CARD_LEVEL,15,면세점,RATE_DISCOUNT,10.0,,,,국내 유명 면세점 10% 할인
2091,0,CARD_LEVEL,20,항공마일리지,FREE_SERVICE,,,,,"대한항공 / 아시아나 항공 마일리지 적립
항공 좌석 승급(비즈니스→퍼스트 또는 비즈니스 스위트) 또는 동반자 비즈니스석 무료 항공권 (택1)"
2091,0,CARD_LEVEL,35,골프,FREE_SERVICE,,,,,"KLPGA 하나금융그룹 Championship
홀인원 상금 지원 서비스 / 골프 상해보험 무료 가입 서비스"
2094,150000,CARD_LEVEL,19,편의점,RATE_DISCOUNT,5.0,,,,편의점 5% 할인
2094,150000,CARD_LEVEL,21,온라인쇼핑,RATE_DISCOUNT,10.0,,,,온라인쇼핑 10% 할인
2094,150000,CARD_LEVEL,18,카페,RATE_DISCOUNT,10.0,,,,커피 10% 할인
2097,0,CARD_LEVEL,35,골프,FREE_SERVICE,,,,,"홀인원 축하금 300만원 서비스
제휴 골프장 그린피 무료 서비스 및 부킹 대행 서비스"
2097,0,CARD_LEVEL,15,면세점,RATE_DISCOUNT,10.0,,,,국내 유명 면세점 10% 할인
2104,0,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,1.0,,,,국내외 가맹점 1% L.POINT 적립
2132,300000,CARD_LEVEL,9,주유소,FIXED_AMOUNT,,100,,,전국 모든 정유사 대상 리터당 100원 할인
2139,0,CARD_LEVEL,19,편의점,RATE_DISCOUNT,10.0,,,,세븐일레븐매장 10%할인
2139,0,CARD_LEVEL,9,주유소,FIXED_AMOUNT,,50,,,SK주유소 리터당 SK주유포인트 50원적립
2140,0,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,5.0,,,,쇼핑 5% 할인
2140,0,CARD_LEVEL,10,영화,FIXED_AMOUNT,,1500,,,"롯데시네마 관람료 1,500원 청구할인"
2140,0,CARD_LEVEL,9,주유소,FIXED_AMOUNT,,50,,,SK주유소 리터당 SK주유포인트 50원적립
2147,0,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,놀이공원 최대 50% 현장할인
2147,0,CARD_LEVEL,10,영화,FIXED_AMOUNT,,1500,,,"롯데시네마 1,500원 할인"
2149,0,CARD_LEVEL,21,온라인쇼핑,RATE_DISCOUNT,7.0,,,,이랜드리테일 이용금액 7% 결제일할인
2149,0,CARD_LEVEL,22,대형마트,RATE_DISCOUNT,5.0,,,,주요 마트 이용금액 5% 결제일 할인
2151,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,10.0,,,,커피전문점 10% 청구할인
2151,300000,CARD_LEVEL,10,영화,FIXED_AMOUNT,,2000,,,"영화관 2,000원 청구 할인"
2151,300000,CARD_LEVEL,6,기타,FREE_SERVICE,,,,,"전자금융(인터넷뱅킹, 텔레뱅킹) 이용수수료 면제
그린카드 특화서비스 (모든 그린카드 제공되는 공통서비스)"
2172,200000,CARD_LEVEL,17,대중교통,RATE_DISCOUNT,10.0,,,,대중교통 10% 청구 할인
2172,200000,CARD_LEVEL,5,통신,RATE_DISCOUNT,3.0,,,,이동통신요금 3% 청구 할인
2172,200000,CARD_LEVEL,19,편의점,RATE_DISCOUNT,7.0,,,,편의점(CU) 최대 7% 청구 할인
2172,200000,CARD_LEVEL,12,푸드,RATE_DISCOUNT,20.0,,,,"패밀리레스토랑(VIPS) 20% 청구 할인
커피전문점 20% 청구 할인"
2175,300000,CARD_LEVEL,9,주유소,FIXED_AMOUNT,,120,,,"SK주유소, 충전소 리터당 최대 120원 청구할인"
2175,300000,CARD_LEVEL,14,생활,RATE_DISCOUNT,10.0,,,,생활 할인 서비스 5~10% 청구할인
2178,0,CARD_LEVEL,13,선택형,RATE_DISCOUNT,1.0,,,,"Triple 적립서비스
- 전월실적, 한도제한없이 선택 타입 업종 최대 1% 적립"
2179,0,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,0.5,,,,전 가맹점 이용액 0.5% 적립/캐시백
2179,0,CARD_LEVEL,6,기타,FREE_SERVICE,,,,,당행 ATM 출금 수수료 면제
2189,200000,CARD_LEVEL,6,기타,FREE_SERVICE,,,,,"전북은행 ATM 출금수수료 면제 (월5회)
카드디자인"
2190,0,CARD_LEVEL,14,생활,RATE_DISCOUNT,10.0,,,,"영화(CGV, 메가박스, 롯데시네마) 2천원 청구할인
대중교통(버스/지하철) 및 편의점 10% 청구할인"
2214,300000,CARD_LEVEL,4,금융,RATE_DISCOUNT,0.1,,,,"CMA 우대금리 0.1% 제공
업무시간 內 롯데ATM 입/출금 수수료 면제 등"
2215,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,10.0,,,,커피할인 10%(월10회)
2215,300000,CARD_LEVEL,19,편의점,RATE_DISCOUNT,10.0,,,,편의점할인 10%(월10회)
2218,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,10.0,,,,커피 10% 할인
2218,300000,CARD_LEVEL,19,편의점,RATE_DISCOUNT,10.0,,,,편의점 10% 할인
2219,300000,CARD_LEVEL,22,대형마트,RATE_DISCOUNT,5.0,,,,대형마트 이용금액의 5% 할인
2219,300000,CARD_LEVEL,21,온라인쇼핑,RATE_DISCOUNT,5.0,,,,온라인쇼핑몰 이용금액의 5% 할인
2219,300000,CARD_LEVEL,3,주유,FIXED_AMOUNT,,40,,,주유 시 리터당 40원 할인
2219,300000,CARD_LEVEL,4,금융,FREE_SERVICE,,,,,출금 및 이체수수료 면제 서비스
2220,0,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,0.3,,,,모든 가맹점 0.3% 캐쉬백
2220,0,CARD_LEVEL,3,주유,FIXED_AMOUNT,,100,,,GS칼텍스 리터당 100원 캐쉬백
2220,0,CARD_LEVEL,5,통신,FIXED_AMOUNT,,5000,,,"이동통신요금 5,000원 할인"
2220,0,CARD_LEVEL,4,금융,FREE_SERVICE,,,,,"수시입출금의 편리함과 주식거래, 고금리를 하나의 계좌로,
결제계좌 이체/출금 수수료 면제"
2221,0,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,0.6,,,,"모든 가맹점 0.6% 캐쉬백
금융상품가입 시 최대 2.5% 추가 캐쉬백"
2221,0,CARD_LEVEL,4,금융,FREE_SERVICE,,,,,"수시입출금의 편리함과 주식거래, 고금리를 하나의 계좌로,
결제계좌 이체/출금 수수료 면제"
2224,0,CARD_LEVEL,4,금융,FREE_SERVICE,,,,,"able 금융서비스
언제 어디서나 수수료 면제!"
2225,0,CARD_LEVEL,4,금융,FREE_SERVICE,,,,,"able 금융서비스
언제 어디서나 수수료 면제!"
2226,0,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,0.5,,,,"기본캐시백: 전월 실적조건 없이 0.5% 캐시백
특별캐시백: 최대 5% 캐시백"
2228,400000,CARD_LEVEL,18,카페,RATE_DISCOUNT,50.0,,,,"스타벅스 50% 결제일 할인
간편결제 시 스타벅스 60% 결제일 할인"
2228,400000,CARD_LEVEL,10,영화,RATE_DISCOUNT,50.0,,,,"롯데시네마, CGV 50% 결제일 할인"
2228,400000,CARD_LEVEL,17,대중교통,RATE_DISCOUNT,10.0,,,,"시내버스, 지하철 10% 결제일 할인"
2228,400000,CARD_LEVEL,5,통신,RATE_DISCOUNT,10.0,,,,"SKT, KT, LG U+ 10% 결제일 할인"
2230,750000,CARD_LEVEL,14,생활,RATE_DISCOUNT,5.0,,,,생활업종 5% 결제일 할인
2234,400000,CARD_LEVEL,14,생활,RATE_DISCOUNT,2.5,,,,주유·이동통신·아파트 관리비 2.5% 할인
2234,400000,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,0.5,,,,국내외 가맹점 0.5% 할인
2235,300000,CARD_LEVEL,14,생활,RATE_DISCOUNT,10.0,,,,교통·이동통신·스트리밍 10% 할인
2238,300000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,롯데월드 운영 시설 이용권 본인 및 동반 1인 50% 현장할인
2238,300000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,25.0,,,,롯데월드 운영 시설 연간이용권 25% 현장할인
2238,300000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,10.0,,,,"전월 이용금액 관계없이, 할인한도 없이 롯데월드 직영 기념품샵 10% 현장할인"
2238,300000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,20.0,,,,전월 이용금액에 관계없이 롯데월드 운영 시설 기타 서비스 20%·50% 현장할인
