card_id,min_amount,min_amount_source,category_id,group_name,benefit_type,rate,fixed_amount,unit_basis,unit_type,raw_text
423,0,CARD_LEVEL,28,프리미엄 서비스,FREE_SERVICE,,,,,"특수 소재 카드 플레이트 제공
전 세계 800여 개 공항라운지 무료 이용 등"
424,0,CARD_LEVEL,28,프리미엄 서비스,FREE_SERVICE,,,,,"특수소재 카드 플레이트 제공
전 세계 800여 개 공항라운지 무료 이용 등"
451,0,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,1.0,,,,일반 업종 이용금액 1% 포인트 기본적립
451,0,CARD_LEVEL,15,면세점,RATE_DISCOUNT,2.0,,,,면세점 및 백화점 이용금액 2% 포인트 특별적립
451,0,CARD_LEVEL,32,해외이용,RATE_DISCOUNT,2.0,,,,해외 이용금액 2% 포인트 특별적립
452,0,CARD_LEVEL,15,면세점,MILEAGE,2.0,,1500,WON,"면세점 및 백화점 이용금액 1,500원당 2마일리지 특별적립"
452,0,CARD_LEVEL,32,해외이용,MILEAGE,2.0,,1500,WON,"해외 이용금액 1,500원당 2마일리지 특별적립"
452,0,CARD_LEVEL,9,주유소,MILEAGE,3.0,,,LITER,SK 주유소 이용금액 리터당 3마일리지 적립
453,0,CARD_LEVEL,15,면세점,MILEAGE,2.0,,1000,WON,"면세점 및 백화점 이용금액 1,000원당 2마일리지 특별적립"
453,0,CARD_LEVEL,32,해외이용,MILEAGE,2.0,,1000,WON,"해외 이용금액 1,000원당 2마일리지 특별적립"
453,0,CARD_LEVEL,9,주유소,MILEAGE,3.0,,,LITER,SK 주유소 이용금액 리터당 3마일리지 적립
454,100000,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,0.2,,,,국내외 가맹점 0.2% 포인트리 기본 적립
454,100000,CARD_LEVEL,31,카페/디저트,RATE_DISCOUNT,0.2,,,,커피/제과아이스크림 업종 0.2% 포인트리 추가 적립
454,100000,CARD_LEVEL,5,통신,RATE_DISCOUNT,0.2,,,,이동통신요금 자동이체 시 0.2% 포인트리 추가 적립
454,100000,CARD_LEVEL,19,편의점,RATE_DISCOUNT,0.2,,,,GS25 편의점 0.2% 포인트리 추가 적립
454,100000,CARD_LEVEL,27,교통,RATE_DISCOUNT,0.2,,,,"대중교통(버스, 지하철), 택시 0.2% 포인트리 추가 적립"
454,100000,CARD_LEVEL,22,대형마트,RATE_DISCOUNT,0.8,,,,대형마트 0.8% 포인트리 추가 적립
454,100000,CARD_LEVEL,3,주유,RATE_DISCOUNT,0.8,,,,GS칼텍스 주유소 0.8% 포인트리 추가 적립
455,300000,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,5.0,,,,쇼핑 5% 결제일 할인
455,300000,CARD_LEVEL,27,교통,RATE_DISCOUNT,10.0,,,,교통 10% 결제일 할인
457,250000,CARD_LEVEL,32,해외이용,RATE_DISCOUNT,2.0,,,,[해외서비스] 해외가맹점(해외직구 포함) 이용금액의 1~2% 캐시백
458,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,5.0,,,,[일상팩] 커피전문점·편의점·배달앱 5% 네이버페이 포인트 적립
469,500000,CARD_LEVEL,21,온라인쇼핑,RATE_DISCOUNT,5.0,,,,[Easy 서비스] 인터넷쇼핑몰 5% 적립
469,500000,CARD_LEVEL,22,대형마트,RATE_DISCOUNT,5.0,,,,[Easy 서비스] 대형마트 5% 적립
469,500000,CARD_LEVEL,3,주유,RATE_DISCOUNT,5.0,,,,[Easy 서비스] 주유소/충전소 5% 적립
469,500000,CARD_LEVEL,17,대중교통,RATE_DISCOUNT,5.0,,,,[Basic 서비스] 대중교통 5% 적립
469,500000,CARD_LEVEL,5,통신,RATE_DISCOUNT,5.0,,,,[Basic 서비스] 이동통신 5% 적립
469,500000,CARD_LEVEL,13,선택형,RATE_DISCOUNT,5.0,,,,[Pick 서비스] 선호영역(택1) 5% 적립
470,500000,CARD_LEVEL,21,온라인쇼핑,RATE_DISCOUNT,5.0,,,,[Easy on 특화서비스] 인터넷 쇼핑몰 5% 할인
470,500000,CARD_LEVEL,12,푸드,RATE_DISCOUNT,5.0,,,,[Easy on 특화서비스] 음식 업종 5% 할인
470,500000,CARD_LEVEL,7,백화점,RATE_DISCOUNT,5.0,,,,[Easy on 특화서비스] 백화점 5% 할인
470,500000,CARD_LEVEL,18,카페,RATE_DISCOUNT,5.0,,,,[Easy on 특화서비스] 커피 5% 할인
470,500000,CARD_LEVEL,19,편의점,RATE_DISCOUNT,5.0,,,,[Easy on 특화서비스] 편의점 5% 할인
470,500000,CARD_LEVEL,17,대중교통,RATE_DISCOUNT,5.0,,,,[Easy on Plus 서비스] 대중교통 5% 할인
470,500000,CARD_LEVEL,5,통신,RATE_DISCOUNT,5.0,,,,[Easy on Plus 서비스] 이동통신요금 5% 할인
470,500000,CARD_LEVEL,14,생활,RATE_DISCOUNT,5.0,,,,"[Easy on Plus 서비스] 온라인 음원, 숙박앱 5% 할인"
471,300000,CARD_LEVEL,14,생활,RATE_DISCOUNT,0.5,,,,기본적립 0.5% L.POINT 적립
471,300000,CARD_LEVEL,14,생활,RATE_DISCOUNT,3.0,,,,특별적립 3% L.POINT 적립
473,300000,CARD_LEVEL,32,해외이용,RATE_DISCOUNT,2.0,,,,[특별적립] 해외이용 2% UniMile 적립
473,300000,CARD_LEVEL,15,면세점,RATE_DISCOUNT,2.0,,,,[특별적립] 면세점 2% UniMile 적립
473,300000,CARD_LEVEL,30,렌터카,RATE_DISCOUNT,1.0,,,,[특별적립] 렌터카 1% UniMile 적립
473,300000,CARD_LEVEL,9,주유소,RATE_DISCOUNT,1.0,,,,[특별적립] 주유소 1% UniMile 적립
473,300000,CARD_LEVEL,14,생활,RATE_DISCOUNT,0.7,,,,[기본적립] 국내가맹점 0.7% UniMile 적립
476,400000,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,5.0,,,,"백화점, 마트, 홈쇼핑, 온라인쇼핑, 소셜몰, 패션&뷰티 1~5% 적립"
476,400000,CARD_LEVEL,12,푸드,RATE_DISCOUNT,5.0,,,,"커피전문점, 편의점, 베이커리, 배달앱 1~5% 적립"
476,400000,CARD_LEVEL,26,해외,RATE_DISCOUNT,5.0,,,,"해외, 항공&면세점 1~5% 적립"
476,400000,CARD_LEVEL,14,생활,RATE_DISCOUNT,5.0,,,,"주유, 교육, 병원, 이동통신, 대중교통 1~5% 적립"
477,400000,CARD_LEVEL,13,선택형,RATE_DISCOUNT,2.0,,,,[Taking 10 서비스] 가장 많이 이용한 5개 영역 각 2%씩 적립
477,400000,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,2.0,,,,"백화점, 마트, 홈쇼핑, 온라인쇼핑, 소셜몰, 패션&뷰티 2% 적립"
477,400000,CARD_LEVEL,12,푸드,RATE_DISCOUNT,2.0,,,,"커피전문점, 편의점, 베이커리, 배달앱 2% 적립"
477,400000,CARD_LEVEL,26,해외,RATE_DISCOUNT,2.0,,,,"해외, 항공&면세점 2% 적립"
477,400000,CARD_LEVEL,14,생활,RATE_DISCOUNT,2.0,,,,"주유, 교육, 병원, 이동통신, 대중교통 2% 적립"
478,0,CARD_LEVEL,22,대형마트,RATE_DISCOUNT,1.2,,,,홈플러스 포인트 1.2% 적립
478,0,CARD_LEVEL,10,영화,FIXED_AMOUNT,,1500,,,"YES24, 인터파크 영화 예매 1,500원 할인"
479,0,CARD_LEVEL,24,마트/편의점,RATE_DISCOUNT,0.6,,,,홈플러스포인트 0.6% 적립
480,300000,CARD_LEVEL,9,주유소,FIXED_AMOUNT,,60,,,주유소 리터당 60원 할인
481,300000,CARD_LEVEL,21,온라인쇼핑,RATE_DISCOUNT,10.0,,,,온라인 쇼핑 10% 청구할인
481,300000,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,10.0,,,,"백화점, 아울렛, 잡화 10% 청구할인"
481,300000,CARD_LEVEL,24,마트/편의점,RATE_DISCOUNT,10.0,,,,"대형할인점, 편의점 등 10% 청구할인"
481,300000,CARD_LEVEL,32,해외이용,RATE_DISCOUNT,1.0,,,,해외 이용금액 1% 청구할인
481,300000,CARD_LEVEL,9,주유소,FIXED_AMOUNT,,60,,,주말 4대 주유소 리터당 60원 청구할인
481,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,10.0,,,,"스타벅스, 폴바셋 10% 청구할인"
482,300000,CARD_LEVEL,21,온라인쇼핑,RATE_DISCOUNT,10.0,,,,온라인 쇼핑 10% 청구할인
482,300000,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,10.0,,,,"백화점, 아울렛, 잡화 10% 청구할인"
482,300000,CARD_LEVEL,24,마트/편의점,RATE_DISCOUNT,10.0,,,,"대형할인점, 편의점 등 10% 청구할인"
482,300000,CARD_LEVEL,32,해외이용,RATE_DISCOUNT,1.0,,,,해외 이용금액 1% 청구할인
482,300000,CARD_LEVEL,9,주유소,FIXED_AMOUNT,,60,,,주말 4대 주유소 리터당 60원 청구할인
482,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,10.0,,,,"스타벅스, 폴바셋 10% 청구할인"
487,300000,CARD_LEVEL,17,대중교통,FIXED_AMOUNT,,200,,,"버스, 지하철 후불 교통 이용 금액 일 200원 ~ 일 600원 할인"
487,300000,CARD_LEVEL,7,백화점,RATE_DISCOUNT,5.0,,,,4대 백화점 5% 할인
487,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,10.0,,,,커피전문점 10% 할인
487,300000,CARD_LEVEL,19,편의점,RATE_DISCOUNT,5.0,,,,편의점 5% 할인
487,300000,CARD_LEVEL,5,통신,RATE_DISCOUNT,5.0,,,,이동통신요금 5% 할인
490,0,CARD_LEVEL,21,온라인쇼핑,RATE_DISCOUNT,1.0,,,,11번가에서 SK pay 결제 시 이용금액 1% 적립
491,0,CARD_LEVEL,21,온라인쇼핑,RATE_DISCOUNT,0.5,,,,11번가에서 SK pay 결제 시 이용금액 0.5% 적립
500,0,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,1.2,,,,전 가맹점 0.8~1.2% 적립/청구할인
501,0,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,1.5,,,,"실적 관계없이, 한도 제한없이 전 가맹점 1~1.5% 적립/청구할인"
507,400000,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,5.0,,,,온라인/오프라인 쇼핑 5% 할인
507,400000,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,0.5,,,,전 가맹점 0.5% 기본할인
508,400000,CARD_LEVEL,14,생활,RATE_DISCOUNT,1.0,,,,10대 업종 0.5~1% 청구할인
508,400000,CARD_LEVEL,4,금융,FREE_SERVICE,,,,,전자금융 수수료 면제
516,400000,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,0.7,,,,할인한도 없이 0.7%~1.4% 할인
516,400000,CARD_LEVEL,26,해외,RATE_DISCOUNT,1.0,,,,해외이용가맹점 1.0% 청구할인
516,400000,CARD_LEVEL,14,생활,RATE_DISCOUNT,1.4,,,,선택영역 1개 영역 1.4%~2.1% 청구할인
517,500000,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,0.3,,,,국내·외 전 가맹점 0.2~0.3% 청구할인
521,300000,CARD_LEVEL,21,온라인쇼핑,RATE_DISCOUNT,10.0,,,,온라인 쇼핑 10% 청구할인
521,300000,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,10.0,,,,오프라인 쇼핑 10% 청구할인
521,300000,CARD_LEVEL,32,해외이용,RATE_DISCOUNT,5.0,,,,베트남 현지 오프라인 全가맹점 5% 청구할인
521,300000,CARD_LEVEL,3,주유,FIXED_AMOUNT,,60,,,주말 4대 주유소 리터당 60원 청구할인
521,300000,CARD_LEVEL,31,카페/디저트,RATE_DISCOUNT,10.0,,,,"스타벅스, 폴바셋 10% 청구할인"
523,300000,CARD_LEVEL,5,통신,RATE_DISCOUNT,5.0,,,,이동통신요금 5% 환급할인
523,300000,CARD_LEVEL,29,여행/숙박,RATE_DISCOUNT,3.0,,,,야놀자 3% 환급할인
523,300000,CARD_LEVEL,19,편의점,RATE_DISCOUNT,3.0,,,,CU편의점 3% 환급할인
529,500000,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,1.0,,,,"국내외 가맹점에서 1% 기본 M포인트 적립
100만원 이상 이용 시 1.5배 적립 / 200만원 이상 이용 시 2배 적립"
529,500000,CARD_LEVEL,28,프리미엄 서비스,FREE_SERVICE,,,,,"특수 소재 카드 플레이트 제공
공항라운지 무료이용 / 발레파킹서비스 제공"
534,0,CARD_LEVEL,21,온라인쇼핑,RATE_DISCOUNT,5.0,,,,인터파크 5.0% 결제일 청구할인
535,0,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,15.0,,,,"롯데면세점 5~15% 할인우대, 롯데백화점 5% 할인 e-쿠폰 등"
535,0,CARD_LEVEL,12,푸드,RATE_DISCOUNT,10.0,,,,"T.G.I. FRiDAY'S 10% 할인, 미스터피자 15% 현장할인 등"
535,0,CARD_LEVEL,6,기타,RATE_DISCOUNT,50.0,,,,"롯데월드 본인 종합이용권 50% 할인, 롯데시네마 관람권 1,500원 할인 등"
539,0,CARD_LEVEL,14,생활,RATE_DISCOUNT,10.0,,,,"외식업종, 마트, 학원업종 10% 할인"
539,0,CARD_LEVEL,34,병원,INSTALLMENT_FREE,,3,,,의료업종 2~3개월 무이자 할부
542,300000,CARD_LEVEL,32,해외이용,RATE_DISCOUNT,1.0,,,,해외 가맹점(해외직구 포함) 1% 청구할인
542,300000,CARD_LEVEL,9,주유소,FIXED_AMOUNT,,60,,,4대 주유소 주말 주유시 리터당 60원 청구할인
542,300000,CARD_LEVEL,28,프리미엄 서비스,FREE_SERVICE,,,,,"공항라운지 무료,
발렛 파킹 무료"
543,400000,CARD_LEVEL,6,기타,RATE_DISCOUNT,30.0,,,,"유튜브 프리미엄 정기권 30% 청구할인,
넷플릭스 정기권 30% 청구할인"
544,400000,CARD_LEVEL,6,기타,RATE_DISCOUNT,30.0,,,,"유튜브 프리미엄 정기권 30% 청구할인,
넷플릭스 정기권 30% 청구할인"
544,400000,CARD_LEVEL,28,프리미엄 서비스,FREE_SERVICE,,,,,"전 세계 1,000여개 공항라운지 무료 입장 서비스,
프리미엄 투어 서비스"
545,300000,CARD_LEVEL,6,기타,RATE_DISCOUNT,30.0,,,,유튜브 프리미엄 정기권 30% 캐시백
546,0,CARD_LEVEL,17,대중교통,RATE_DISCOUNT,10.0,,,,대중교통요금 10% 할인
546,0,CARD_LEVEL,9,주유소,FIXED_AMOUNT,,70,,,GS칼텍스 리터당 최대 70원 청구할인
559,200000,CARD_LEVEL,17,대중교통,RATE_DISCOUNT,10.0,,,,버스·지하철 10% 청구할인
559,200000,CARD_LEVEL,5,통신,FIXED_AMOUNT,,2500,,,"이동통신요금 2,500원 환급할인"
559,200000,CARD_LEVEL,10,영화,RATE_DISCOUNT,35.0,,,,CGV 35% 환급할인
559,200000,CARD_LEVEL,12,푸드,RATE_DISCOUNT,20.0,,,,"아웃백, VIPS / 스타벅스 20% 환급할인"
559,200000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,에버랜드·롯데월드 50% 환급할인
559,200000,CARD_LEVEL,4,금융,FREE_SERVICE,,,,,금융수수료 면제 서비스
559,200000,CARD_LEVEL,19,편의점,RATE_DISCOUNT,5.0,,,,GS25 5% 환급할인
561,200000,CARD_LEVEL,17,대중교통,RATE_DISCOUNT,10.0,,,,버스·지하철 10% 청구할인
561,200000,CARD_LEVEL,5,통신,FIXED_AMOUNT,,2500,,,"이동통신요금 2,500원 환급할인"
561,200000,CARD_LEVEL,10,영화,RATE_DISCOUNT,35.0,,,,CGV 35% 환급할인
561,200000,CARD_LEVEL,12,푸드,RATE_DISCOUNT,20.0,,,,"아웃백, VIPS / 스타벅스 20% 환급할인"
561,200000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,에버랜드·롯데월드 50% 환급할인
